"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"ANANDRATHI",3163.2,-21.4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,75.3,"LARGE_CAP"
"COMSYN",158.25,-18.38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71.3,"MICRO_CAP"
"DBEIL",167.51,-16.13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71.3,"MICRO_CAP"
"CARRARO",506.45,-11.06,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,68,"SMALL_CAP"
"AVL",542.5,-37.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,"MICRO_CAP"
"CHEMCON",265.65,-22.71,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67.3,"MICRO_CAP"
"MTARTECH",2127.7,-31.17,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,66.7,"LARGE_CAP"
"GOLDBEES",105.09,-23.75,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,66.7,"LARGE_CAP"
"SILVER360",165.98,-39.98,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,66.7,"MICRO_CAP"
"CHOLAFIN",1645.7,-4.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"MID_CAP"
"ASTERDM",686.95,-11.81,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,66,"SMALL_CAP"
"RBLBANK",291.5,-6.76,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"LARGE_CAP"
"LANDMARK",643.4,-16.18,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,65.3,"LARGE_CAP"
"GOLD1",105.19,-23.13,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,64.7,"SMALL_CAP"
"CARTRADE",2466.8,-23.47,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64.7,"SMALL_CAP"
"HINDZINC",505.65,-13.17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,64,"LARGE_CAP"
"SBISILVER",172.42,-45.67,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,64,"MID_CAP"
"GRANULES",570,-11.45,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,64,"MID_CAP"
"SILVER1",168.64,-44.31,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,64,"SMALL_CAP"
"HBLENGINE",917.7,-41.85,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63.3,"MID_CAP"
"M&MFIN",287.45,-7.18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63.3,"SMALL_CAP"
"BLACKBUCK",697.8,-43.91,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63.3,"SMALL_CAP"
"SILVERBEES",174.31,-50.22,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,62.7,"LARGE_CAP"
"HDFCSILVER",177.92,-52.55,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,62.7,"LARGE_CAP"
"SILVER",183.01,-51.07,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,62.7,"MID_CAP"
"SILVERETF",177.46,-50.88,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,62.7,"MID_CAP"
"AXISILVER",185.79,-53.52,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,62.7,"SMALL_CAP"
"KPIL",1272.4,-5.1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"MICRO_CAP"
"HDFCGOLD",108.49,-23.9,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,62,"MID_CAP"
"MUTHOOTFIN",3218.3,-17.44,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,"MID_CAP"
"AXISGOLD",106.49,-24.57,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,62,"MICRO_CAP"
"BAJAJCON",259.24,-7.49,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,62,"MICRO_CAP"
"BALAJITELE",117.63,-57.73,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,62,"MICRO_CAP"
"MCX",9397.5,-9.88,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,61.3,"LARGE_CAP"
"SILVERIETF",174.02,-44.72,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,60.7,"LARGE_CAP"
