"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
25,"M&MFIN","M&M FIN. SERVICES LTD","LARGE_CAP",367.55,5.92,-1.16,15.36,71.3,65.6,"STRONG_BULLISH",25.45,20,18,0,NA,NA,NA,NA,NA,5605403026.4,"BUY",2025-12-05
14,"BSE","BSE LIMITED","LARGE_CAP",2815.9,1.84,-2.98,12.79,70,56.8,"STRONG_BULLISH",27.53,13,11,20,61.34,64.35,60,57.05,61.25,8755117938.5,"BUY",2025-12-05
687,"ARTEMISMED","ARTEMIS MED SERVICE LTD","MICRO_CAP",269.9,1.43,-5.45,10.1,69.3,51.5,"STRONG_BULLISH",11.62,13,15,15,50.87,51.3,47,56.14,49.17,55650611.55,"BUY",2025-12-05
115,"AUBANK","AU SMALL FINANCE BANK LTD","MID_CAP",960.7,1.26,0.57,9.13,67.3,72.3,"STRONG_BULLISH",32.19,13,17,15,55,51.19,55,57.35,62,1572507010.85,"BUY",2025-12-05
155,"KMEW","KNOWLEDGE MARINE & EN W L","SMALL_CAP",3032.6,7.64,8.83,8.78,67.3,63.5,"STRONG_BULLISH",19.37,20,12,0,NA,NA,NA,NA,NA,1187179878.8,"BUY",2025-12-05
159,"BLISSGVS","BLISS GVS PHARMA LTD","SMALL_CAP",171.23,2.61,3.16,11.35,66.7,58.9,"BULLISH",12.27,16,4,20,66.8,73.48,70,56.82,57,1139165093.51,"BUY",2025-12-05
200,"INFOBEAN","INFOBEANS TECHNO. LTD.","SMALL_CAP",682.4,12.54,13.13,11.58,66,68.7,"STRONG_BULLISH",18.72,20,10,0,NA,NA,NA,NA,NA,868756056.85,"BUY",2025-12-05
102,"ASHOKLEY","ASHOK LEYLAND LTD","MID_CAP",160.86,0.41,1.73,14.54,65.3,69.1,"STRONG_BULLISH",12.69,13,6,25,71.08,74.57,82,59.41,59.17,1762478360.54,"BUY",2025-12-05
657,"EGOLD","EDELAMC - EGOLD","MICRO_CAP",129.2,0.82,2.34,7.44,65.3,64.5,"STRONG_BULLISH",15.65,16,13,0,NA,NA,NA,NA,NA,66975042.95,"BUY",2025-12-05
198,"DREDGECORP","DREDGING CORP OF INDIA","SMALL_CAP",880.55,2.6,2.67,-3.28,64.7,61.5,"STRONG_BULLISH",31.71,16,12,0,NA,NA,NA,NA,NA,884343227.4,"HOLD",2025-12-05
330,"AVANTIFEED","AVANTI FEEDS LIMITED","MICRO_CAP",819.6,0.17,1.59,18.69,64.7,60.3,"STRONG_BULLISH",10.31,13,10,20,60,68.81,56,59.25,44.17,388235522,"HOLD",2025-12-05
46,"CANBK","CANARA BANK","LARGE_CAP",148.64,0.85,-1.94,6.48,64,60.5,"STRONG_BULLISH",24.74,13,10,15,54.62,54.05,47,56.76,66,3444091948.13,"HOLD",2025-12-05
230,"GOLDIETF","ICICI PRUDENTIAL GOLD ETF","SMALL_CAP",110.64,0.81,2.36,7.53,64,64.1,"STRONG_BULLISH",15.86,14,13,0,NA,NA,NA,NA,NA,712443874.66,"HOLD",2025-12-05
466,"CANFINHOME","CAN FIN HOMES LTD","MICRO_CAP",900.8,0.9,1.84,4.55,64,59.6,"STRONG_BULLISH",14.93,9,13,15,55.87,57.38,53,56.32,56,175737494.35,"HOLD",2025-12-05
794,"QGOLDHALF","QUANTUM GOLD FUND","MICRO_CAP",107,1.05,2.5,7.2,64,64.4,"STRONG_BULLISH",15.76,12,15,0,NA,NA,NA,NA,NA,20422519.46,"HOLD",2025-12-05
41,"COFORGE","COFORGE LIMITED","LARGE_CAP",1977.9,0.6,3.63,11.94,63.3,72,"STRONG_BULLISH",8.69,12,10,15,54.71,51.3,53,58.18,62,3603696875.4,"HOLD",2025-12-05
39,"INDUSTOWER","INDUS TOWERS LIMITED","LARGE_CAP",415.7,3.41,3.65,5.9,62.7,66.2,"BULLISH",15.01,12,16,0,NA,NA,NA,NA,NA,3988333550.1,"HOLD",2025-12-05
59,"ASIANPAINT","ASIAN PAINTS LIMITED","MID_CAP",2968.5,0.38,3.27,19.38,62.7,79.5,"STRONG_BULLISH",18.13,13,10,20,62.21,68.26,60,57.05,56.67,2797578281.6,"HOLD",2025-12-05
649,"CARRARO","CARRARO INDIA LIMITED","MICRO_CAP",546.1,-0.92,-1.63,5.27,62.7,55.7,"STRONG_BULLISH",18.56,13,8,20,61.57,57.17,71,57.5,63,71323460,"HOLD",2025-12-05
8,"BAJFINANCE","BAJAJ FINANCE LIMITED","LARGE_CAP",1048,1.84,1.01,-0.85,62,55.7,"BULLISH",4.11,5,15,15,51.99,50.65,47,55.53,59.17,13754759067.7,"HOLD",2025-12-05
