"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"COMSYN",154.64,-12.22,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,77.3,"MICRO_CAP"
"BOROLTD",373.6,-7.77,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,76,"MICRO_CAP"
"DECCANCE",1097.3,-15.89,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,74.7,"MICRO_CAP"
"AVALON",1011.85,-16.16,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,73.3,"SMALL_CAP"
"CANBK",121.9,-5.45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,71.3,"LARGE_CAP"
"BLACKBUCK",590.7,-28.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,"SMALL_CAP"
"CHEMCON",253.61,-21.42,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70,"MICRO_CAP"
"NLCINDIA",276.09,-16.1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,69.3,"MID_CAP"
"GREAVESCOT",225.4,-8.48,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68.7,"SMALL_CAP"
"KEI",4190.3,-8.48,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,"MID_CAP"
"ASAHIINDIA",916.25,-16.74,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,68,"MICRO_CAP"
"CYBERTECH",167.2,-10.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,"MICRO_CAP"
"JINDALSTEL",1062.7,-10.39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,67.3,"MID_CAP"
"PFOCUS",195.6,-33.08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,67.3,"SMALL_CAP"
"GMDCLTD",627.4,-42.41,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,66.7,"LARGE_CAP"
"AVANTEL",193.57,-17.99,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,66.7,"MID_CAP"
"BLUESTARCO",1964,-16.24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66.7,"SMALL_CAP"
"ASKAUTOLTD",535.5,-0.15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66.7,"MICRO_CAP"
"BCONCEPTS",379.3,-6.94,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,66.7,"MICRO_CAP"
"BSLGOLDETF",101.4,-15.85,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,66.7,"MICRO_CAP"
"PVSL",148.11,-10.58,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66.7,"MICRO_CAP"
