"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"DEVYANI",178.64,NA,FALSE,FALSE,FALSE,34.7,"MICRO_CAP"
"LIQUIDETF",999.99,NA,FALSE,FALSE,FALSE,34.7,"MICRO_CAP"
"RRKABEL",1255.5,NA,FALSE,FALSE,FALSE,34.7,"MICRO_CAP"
"PTC",174.72,NA,FALSE,FALSE,FALSE,34.7,"MICRO_CAP"
"MONARCH",337.9,NA,FALSE,FALSE,FALSE,34.7,"MICRO_CAP"
"SETFNIF50",270.42,NA,FALSE,FALSE,TRUE,34.7,"MICRO_CAP"
"NIFTYETF",272.71,NA,FALSE,FALSE,TRUE,34.7,"MICRO_CAP"
"RGL",120.24,NA,FALSE,FALSE,FALSE,34.7,"MICRO_CAP"
"MANBA",139.58,NA,FALSE,FALSE,FALSE,34.7,"MICRO_CAP"
"TITAN",3467.2,NA,FALSE,FALSE,FALSE,34,"LARGE_CAP"
"ITC",410.65,NA,FALSE,FALSE,FALSE,34,"LARGE_CAP"
"HEXT",781.75,NA,FALSE,FALSE,FALSE,34,"LARGE_CAP"
"JIOFIN",317,NA,FALSE,FALSE,FALSE,34,"LARGE_CAP"
"AUBANK",718.7,NA,FALSE,FALSE,FALSE,34,"MID_CAP"
"LICI",893.55,NA,FALSE,FALSE,FALSE,34,"SMALL_CAP"
"TEXRAIL",148.49,NA,FALSE,FALSE,FALSE,34,"SMALL_CAP"
"WELCORP",903.8,NA,FALSE,FALSE,FALSE,34,"MICRO_CAP"
"BANKNIFTY1",572.59,NA,FALSE,FALSE,FALSE,34,"MICRO_CAP"
"EIDPARRY",1066.3,NA,FALSE,FALSE,FALSE,34,"MICRO_CAP"
"RELAXO",469.65,NA,FALSE,FALSE,FALSE,34,"MICRO_CAP"
"TAJGVK",430.05,NA,FALSE,FALSE,FALSE,34,"MICRO_CAP"
"MASTERTR",142.4,NA,FALSE,FALSE,FALSE,34,"MICRO_CAP"
"PNBHOUSING",869.45,NA,FALSE,FALSE,FALSE,33.3,"MID_CAP"
"PIIND",3731.2,NA,FALSE,FALSE,FALSE,33.3,"MID_CAP"
"NAVINFLUOR",4793.8,NA,FALSE,FALSE,FALSE,33.3,"MICRO_CAP"
"FSL",375.8,NA,FALSE,FALSE,FALSE,33.3,"MICRO_CAP"
"INDGN",586.55,NA,FALSE,FALSE,FALSE,33.3,"MICRO_CAP"
"MEDPLUS",840.55,NA,FALSE,FALSE,FALSE,33.3,"MICRO_CAP"
"TBZ",188.01,NA,FALSE,FALSE,FALSE,33.3,"MICRO_CAP"
"NIFTYIETF",284.58,NA,FALSE,FALSE,TRUE,33.3,"MICRO_CAP"
"EUREKAFORB",588.6,NA,FALSE,FALSE,TRUE,33.3,"MICRO_CAP"
"BARBEQUE",243.25,NA,FALSE,FALSE,FALSE,33.3,"MICRO_CAP"
"HAL",4916.2,NA,FALSE,FALSE,FALSE,32.7,"LARGE_CAP"
"ONGC",236.69,NA,FALSE,FALSE,FALSE,32.7,"MID_CAP"
"OFSS",9018,NA,FALSE,FALSE,TRUE,32.7,"SMALL_CAP"
"RECLTD",384.5,NA,FALSE,FALSE,FALSE,32.7,"SMALL_CAP"
"DEEPAKNTR",1805.7,NA,FALSE,FALSE,FALSE,32.7,"MICRO_CAP"
"BRIGADE",937.35,NA,FALSE,FALSE,FALSE,32.7,"MICRO_CAP"
"DCMSHRIRAM",1255.3,NA,FALSE,FALSE,FALSE,32.7,"MICRO_CAP"
"VGUARD",374.35,NA,FALSE,FALSE,FALSE,32.7,"MICRO_CAP"
"TVSSCS",131.32,NA,FALSE,FALSE,FALSE,32.7,"MICRO_CAP"
"LATENTVIEW",424.6,NA,FALSE,FALSE,TRUE,32.7,"MICRO_CAP"
"MID150BEES",225.97,NA,FALSE,FALSE,FALSE,32.7,"MICRO_CAP"
"ICIL",298.08,NA,FALSE,FALSE,FALSE,32.7,"MICRO_CAP"
"ICICIBANK",1402.2,NA,FALSE,FALSE,FALSE,32,"LARGE_CAP"
"INDUSINDBK",744.4,NA,FALSE,FALSE,FALSE,32,"LARGE_CAP"
"VBL",474.45,NA,FALSE,FALSE,FALSE,32,"MID_CAP"
"KFINTECH",1149.9,NA,FALSE,FALSE,FALSE,32,"SMALL_CAP"
"ERIS",1639.6,NA,FALSE,FALSE,FALSE,32,"MICRO_CAP"
"AURIONPRO",1233.1,NA,FALSE,FALSE,FALSE,32,"MICRO_CAP"
"BLS",365.35,NA,FALSE,FALSE,FALSE,32,"MICRO_CAP"
"STAR",871,NA,FALSE,FALSE,FALSE,32,"MICRO_CAP"
"DIAMONDYD",1035.85,NA,FALSE,FALSE,FALSE,32,"MICRO_CAP"
"PRAKASH",167.71,NA,FALSE,FALSE,FALSE,32,"MICRO_CAP"
"JKPAPER",393.4,NA,FALSE,FALSE,TRUE,32,"MICRO_CAP"
"EKC",139.96,NA,FALSE,FALSE,FALSE,32,"MICRO_CAP"
"INDOAMIN",143.71,NA,FALSE,FALSE,FALSE,32,"MICRO_CAP"
"DIVISLAB",6200,NA,FALSE,FALSE,FALSE,31.3,"MID_CAP"
"HOMEFIRST",1268.9,NA,FALSE,FALSE,FALSE,31.3,"MICRO_CAP"
"THERMAX",3307.6,NA,FALSE,FALSE,FALSE,31.3,"MICRO_CAP"
"SBFC",107.44,NA,FALSE,FALSE,FALSE,31.3,"MICRO_CAP"
"BANKBEES",573.47,NA,FALSE,FALSE,FALSE,31.3,"MICRO_CAP"
"HDFCSML250",176.03,NA,FALSE,TRUE,FALSE,31.3,"MICRO_CAP"
"ARKADE",180.92,NA,FALSE,FALSE,FALSE,31.3,"MICRO_CAP"
"THEMISMED",129.56,NA,FALSE,FALSE,FALSE,31.3,"MICRO_CAP"
"NTPC",338.65,NA,FALSE,FALSE,FALSE,30.7,"MID_CAP"
"POWERMECH",2973.4,NA,FALSE,FALSE,FALSE,30.7,"MID_CAP"
"ONESOURCE",1840.9,NA,FALSE,FALSE,FALSE,30.7,"SMALL_CAP"
"LICHSGFIN",592.8,NA,FALSE,FALSE,FALSE,30.7,"SMALL_CAP"
"KPRMILL",1133.45,NA,FALSE,FALSE,FALSE,30.7,"MICRO_CAP"
"IIFL",454.05,NA,FALSE,FALSE,FALSE,30.7,"MICRO_CAP"
"ZENSARTECH",857.75,NA,FALSE,TRUE,FALSE,30.7,"MICRO_CAP"
"TARC",175.2,NA,FALSE,FALSE,FALSE,30.7,"MICRO_CAP"
"AEROFLEX",189.28,NA,FALSE,FALSE,FALSE,30.7,"MICRO_CAP"
"CSBBANK",350.6,NA,FALSE,FALSE,FALSE,30.7,"MICRO_CAP"
"DCBBANK",130.21,NA,FALSE,FALSE,FALSE,30.7,"MICRO_CAP"
"RHIM",483.85,NA,FALSE,FALSE,FALSE,30.7,"MICRO_CAP"
"GPTHEALTH",149.91,NA,FALSE,FALSE,FALSE,30.7,"MICRO_CAP"
"SANATHAN",512.5,NA,FALSE,FALSE,FALSE,30.7,"MICRO_CAP"
"SSWL",244.01,NA,FALSE,FALSE,TRUE,30.7,"MICRO_CAP"
"RELIANCE",1407.4,NA,FALSE,FALSE,FALSE,30,"LARGE_CAP"
"SHRIRAMFIN",633.2,NA,FALSE,FALSE,FALSE,30,"MID_CAP"
"PERSISTENT",5506,NA,FALSE,FALSE,FALSE,30,"MID_CAP"
"PETRONET",278.4,NA,FALSE,FALSE,FALSE,30,"SMALL_CAP"
"ACE",1150,NA,FALSE,FALSE,FALSE,30,"MICRO_CAP"
"EMAMILTD",579.6,NA,FALSE,FALSE,FALSE,30,"MICRO_CAP"
"HATSUN",899.8,NA,FALSE,FALSE,FALSE,30,"MICRO_CAP"
"CMSINFO",407.55,NA,FALSE,FALSE,FALSE,30,"MICRO_CAP"
"RITES",272.47,NA,FALSE,FALSE,FALSE,30,"MICRO_CAP"
"MAXESTATES",469,NA,FALSE,FALSE,FALSE,30,"MICRO_CAP"
"MAHLOG",362.85,NA,FALSE,FALSE,FALSE,30,"MICRO_CAP"
"WALCHANNAG",208.66,NA,FALSE,FALSE,FALSE,30,"MICRO_CAP"
"TCS",3169.2,NA,FALSE,FALSE,FALSE,29.3,"LARGE_CAP"
"MAXHEALTH",1159.7,NA,FALSE,FALSE,FALSE,29.3,"LARGE_CAP"
"INDIGO",5679,NA,FALSE,FALSE,FALSE,29.3,"MID_CAP"
"WIPRO",255.88,NA,FALSE,FALSE,FALSE,29.3,"MID_CAP"
"ZEEL",116.45,NA,FALSE,FALSE,FALSE,29.3,"SMALL_CAP"
"UNITDSPR",1328.2,NA,FALSE,FALSE,FALSE,29.3,"SMALL_CAP"
"IRCTC",736.6,NA,FALSE,FALSE,FALSE,29.3,"MICRO_CAP"
"JMFINANCIL",171.6,NA,FALSE,FALSE,FALSE,29.3,"MICRO_CAP"
"INTELLECT",1061.15,NA,FALSE,FALSE,FALSE,29.3,"MICRO_CAP"
"INDIAGLYCO",873,NA,FALSE,FALSE,FALSE,29.3,"MICRO_CAP"
"JYOTICNC",953.9,NA,FALSE,FALSE,FALSE,29.3,"MICRO_CAP"
"RAYMONDLSL",1270.8,NA,FALSE,FALSE,TRUE,29.3,"MICRO_CAP"
"SFL",680.85,NA,FALSE,FALSE,FALSE,29.3,"MICRO_CAP"
"PRECAM",210.32,NA,FALSE,FALSE,TRUE,29.3,"MICRO_CAP"
"ALEMBICLTD",106.53,NA,FALSE,FALSE,FALSE,29.3,"MICRO_CAP"
"INFY",1540.2,NA,FALSE,FALSE,FALSE,28.7,"LARGE_CAP"
"DLF",777.7,NA,FALSE,FALSE,FALSE,28.7,"MID_CAP"
"GAIL",181.65,NA,FALSE,FALSE,FALSE,28.7,"SMALL_CAP"
"PEL",1122.2,NA,FALSE,FALSE,FALSE,28.7,"SMALL_CAP"
"SIGNATURE",1107.6,NA,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"LIQUIDIETF",999.99,NA,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"RKFORGE",566.8,NA,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"MANORAMA",1429.7,NA,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"SAREGAMA",490.6,NA,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"GPPL",157.05,NA,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"PNCINFRA",306.65,NA,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"RCF",154.03,NA,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"JGCHEM",464.35,NA,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"PRECWIRE",182.36,NA,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"POWERGRID",286.2,NA,FALSE,FALSE,FALSE,28,"MID_CAP"
"IRFC",129.69,NA,FALSE,FALSE,FALSE,28,"SMALL_CAP"
"SPARC",143.28,NA,FALSE,FALSE,FALSE,28,"MICRO_CAP"
"UNICHEMLAB",502.95,NA,FALSE,FALSE,FALSE,28,"MICRO_CAP"
"PARKHOTELS",157.78,NA,FALSE,FALSE,TRUE,28,"MICRO_CAP"
"PDMJEPAPER",127.32,NA,FALSE,FALSE,FALSE,28,"MICRO_CAP"
"OMINFRAL",110.29,NA,FALSE,FALSE,FALSE,28,"MICRO_CAP"
"ICICIGI",1866,NA,FALSE,FALSE,FALSE,27.3,"SMALL_CAP"
"ZENTEC",1604.2,NA,FALSE,FALSE,FALSE,27.3,"SMALL_CAP"
"SWSOLAR",270.9,NA,FALSE,FALSE,FALSE,27.3,"MICRO_CAP"
"FINCABLES",830.85,NA,FALSE,FALSE,FALSE,27.3,"MICRO_CAP"
"NELCO",910.55,NA,FALSE,FALSE,FALSE,27.3,"MICRO_CAP"
"CASTROLIND",202.61,NA,FALSE,FALSE,FALSE,27.3,"MICRO_CAP"
"IONEXCHANG",424.55,NA,FALSE,FALSE,FALSE,27.3,"MICRO_CAP"
"INDOCO",301.95,NA,FALSE,FALSE,FALSE,27.3,"MICRO_CAP"
"NIITMTS",326.65,NA,FALSE,FALSE,FALSE,27.3,"MICRO_CAP"
"RSYSTEMS",443.5,NA,FALSE,FALSE,FALSE,27.3,"MICRO_CAP"
"UDS",259.5,NA,FALSE,FALSE,FALSE,27.3,"MICRO_CAP"
"SATIN",147,NA,FALSE,FALSE,FALSE,27.3,"MICRO_CAP"
"NH",1772.8,NA,FALSE,FALSE,FALSE,26.7,"MID_CAP"
"POWERINDIA",19025,NA,FALSE,FALSE,FALSE,26.7,"SMALL_CAP"
"EMBDL",100.16,NA,FALSE,FALSE,FALSE,26.7,"SMALL_CAP"
"LIQUIDBEES",1000,NA,FALSE,FALSE,FALSE,26.7,"SMALL_CAP"
"BAJAJHFL",114.58,NA,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"BSOFT",381.45,NA,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"JUBLPHARMA",1100.2,NA,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"ANURAS",1078,NA,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"CLEAN",1178,NA,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"JKIL",652.3,NA,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"PRINCEPIPE",333.25,NA,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"VERANDA",220.07,NA,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"BAJAJELEC",589.7,NA,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"SURYODAY",133.11,NA,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"BSE",2182.6,NA,FALSE,FALSE,FALSE,26,"LARGE_CAP"
"AMBUJACEM",582.45,NA,FALSE,FALSE,FALSE,26,"MID_CAP"
"OIL",404.05,NA,FALSE,FALSE,FALSE,26,"SMALL_CAP"
"INDIAMART",2469.6,NA,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"MANYAVAR",717.55,NA,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"ORIENTCEM",219.56,NA,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"MASTEK",2420.6,NA,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"GNFC",513,NA,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"INDIASHLTR",890.95,NA,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"MOIL",355.6,NA,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"APLLTD",959,NA,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"KOPRAN",172.42,NA,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"GAEL",110.1,NA,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"TORNTPOWER",1264.5,NA,FALSE,FALSE,FALSE,25.3,"SMALL_CAP"
"SBICARD",871.65,NA,FALSE,FALSE,FALSE,25.3,"SMALL_CAP"
"BLUEJET",679.45,NA,FALSE,FALSE,FALSE,25.3,"SMALL_CAP"
"NTPCGREEN",104.03,NA,FALSE,FALSE,FALSE,25.3,"MICRO_CAP"
"RAILTEL",393.8,NA,FALSE,FALSE,FALSE,25.3,"MICRO_CAP"
"HIMATSEIDE",131.64,NA,FALSE,FALSE,FALSE,25.3,"MICRO_CAP"
"GUJGASLTD",434.95,NA,FALSE,FALSE,FALSE,25.3,"MICRO_CAP"
"KOTAKBANK",2031,NA,FALSE,FALSE,FALSE,24.7,"LARGE_CAP"
"INDUSTOWER",356.85,NA,FALSE,FALSE,FALSE,24.7,"MID_CAP"
"SUNDARMFIN",4576.9,NA,FALSE,FALSE,FALSE,24.7,"SMALL_CAP"
"NBCC",110.81,NA,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"WOCKPHARMA",1505.7,NA,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"AIAENG",3074.9,NA,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"ELECON",621.5,NA,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"AARTIIND",393.2,NA,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"GMMPFAUDLR",1125.7,NA,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"BALRAMCHIN",509.75,NA,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"SAMHI",209.07,NA,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"LIQUID",999.99,NA,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"HIKAL",269.4,NA,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"GANDHAR",147.24,NA,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"KCP",203.18,NA,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"PGEL",571.15,NA,FALSE,FALSE,FALSE,24,"SMALL_CAP"
"ELGIEQUIP",500.35,NA,FALSE,FALSE,FALSE,24,"MICRO_CAP"
"WEBELSOLAR",1291.9,NA,FALSE,FALSE,FALSE,24,"MICRO_CAP"
"HAPPSTMNDS",581,NA,FALSE,FALSE,FALSE,24,"MICRO_CAP"
"IDEAFORGE",535.35,NA,FALSE,FALSE,TRUE,24,"MICRO_CAP"
"ROUTE",855.6,NA,FALSE,FALSE,FALSE,24,"MICRO_CAP"
"MIDHANI",406.95,NA,FALSE,FALSE,FALSE,24,"MICRO_CAP"
"FINOPB",274.8,NA,FALSE,FALSE,TRUE,24,"MICRO_CAP"
"JUBLINGREA",673.85,NA,FALSE,FALSE,FALSE,23.3,"SMALL_CAP"
"IRCON",185.19,NA,FALSE,FALSE,FALSE,23.3,"MICRO_CAP"
"TECHNOE",1416.8,NA,FALSE,FALSE,FALSE,23.3,"MICRO_CAP"
"SCI",219.59,NA,FALSE,FALSE,FALSE,23.3,"MICRO_CAP"
"SKYGOLD",293,NA,FALSE,FALSE,FALSE,23.3,"MICRO_CAP"
"QUESS",267.4,NA,FALSE,FALSE,FALSE,23.3,"MICRO_CAP"
"JYOTHYLAB",322.5,NA,FALSE,FALSE,FALSE,23.3,"MICRO_CAP"
"HGINFRA",1004.8,NA,FALSE,FALSE,FALSE,23.3,"MICRO_CAP"
"BIRLAMONEY",181.22,NA,FALSE,FALSE,FALSE,23.3,"MICRO_CAP"
"RVNL",363.45,NA,FALSE,FALSE,FALSE,22.7,"MID_CAP"
"ICICIPRULI",602.55,NA,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"HSCL",467.05,NA,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"CROMPTON",313.95,NA,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"TRITURBINE",536.1,NA,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"KITEX",220.22,NA,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"GICRE",364.05,NA,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"ABREL",1886.7,NA,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"SULA",284.8,NA,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"NOCIL",181.2,NA,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"NESTLEIND",1194.5,NA,FALSE,FALSE,FALSE,22,"MID_CAP"
"SRF",2937.2,NA,FALSE,FALSE,FALSE,22,"MICRO_CAP"
"MGL",1344.7,NA,FALSE,FALSE,FALSE,22,"MICRO_CAP"
"IGIL",371.35,NA,FALSE,FALSE,FALSE,22,"MICRO_CAP"
"RAIN",138.19,NA,FALSE,FALSE,FALSE,22,"MICRO_CAP"
"TIPSMUSIC",599.75,NA,FALSE,FALSE,FALSE,22,"MICRO_CAP"
"ORIENTELEC",203.66,NA,FALSE,FALSE,FALSE,22,"MICRO_CAP"
"PDSL",353.65,NA,FALSE,FALSE,FALSE,22,"MICRO_CAP"
"RATNAVEER",145.43,NA,FALSE,FALSE,FALSE,22,"MICRO_CAP"
"TRENT",5080,NA,FALSE,FALSE,FALSE,21.3,"LARGE_CAP"
"HCLTECH",1467.4,NA,FALSE,FALSE,FALSE,21.3,"MID_CAP"
"MOTHERSON",109.08,NA,FALSE,FALSE,FALSE,21.3,"SMALL_CAP"
"GODREJCP",1238.9,NA,FALSE,FALSE,FALSE,21.3,"SMALL_CAP"
"NCC",216.99,NA,FALSE,FALSE,FALSE,21.3,"MICRO_CAP"
"KTKBANK",175.89,NA,FALSE,FALSE,FALSE,21.3,"MICRO_CAP"
"GOKEX",835.55,NA,FALSE,FALSE,FALSE,21.3,"MICRO_CAP"
"GSPL",314.35,NA,FALSE,FALSE,FALSE,21.3,"MICRO_CAP"
"NITCO",114.18,NA,FALSE,FALSE,FALSE,21.3,"MICRO_CAP"
"PURVA",273.6,NA,FALSE,FALSE,FALSE,21.3,"MICRO_CAP"
"LODHA",1216.1,NA,FALSE,FALSE,FALSE,20.7,"SMALL_CAP"
"FIVESTAR",537.8,NA,FALSE,FALSE,FALSE,20.7,"MICRO_CAP"
"POLYMED",1996.2,NA,FALSE,FALSE,FALSE,20.7,"MICRO_CAP"
"SHAKTIPUMP",875.55,NA,FALSE,FALSE,FALSE,20.7,"MICRO_CAP"
"KPIGREEN",481.3,NA,FALSE,FALSE,FALSE,20.7,"MICRO_CAP"
"RAYMOND",620.55,NA,FALSE,FALSE,FALSE,20.7,"MICRO_CAP"
"SDBL",135.09,NA,FALSE,FALSE,FALSE,20.7,"MICRO_CAP"
"LOKESHMACH",178.6,NA,FALSE,FALSE,FALSE,20.7,"MICRO_CAP"
"NAUKRI",1376.1,NA,FALSE,FALSE,FALSE,20,"SMALL_CAP"
"JUBLFOOD",626.4,NA,FALSE,FALSE,FALSE,20,"SMALL_CAP"
"ZYDUSWELL",515.9,NA,FALSE,FALSE,FALSE,20,"MICRO_CAP"
"ENGINERSIN",206.6,NA,FALSE,FALSE,FALSE,20,"MICRO_CAP"
"KARURVYSYA",217.18,NA,FALSE,FALSE,FALSE,20,"MICRO_CAP"
"SUNTV",557.5,NA,FALSE,FALSE,FALSE,20,"MICRO_CAP"
"LIKHITHA",241.19,NA,FALSE,FALSE,FALSE,20,"MICRO_CAP"
"TATAELXSI",5722.5,NA,FALSE,FALSE,FALSE,19.3,"SMALL_CAP"
"NATCOPHARM",884.25,NA,FALSE,FALSE,FALSE,19.3,"MICRO_CAP"
"JAIBALAJI",101.04,NA,FALSE,FALSE,FALSE,19.3,"MICRO_CAP"
"RAMCOCEM",1054.2,NA,FALSE,FALSE,FALSE,19.3,"MICRO_CAP"
"ELECTCAST",100.17,NA,FALSE,FALSE,FALSE,19.3,"MICRO_CAP"
"EPL",219.34,NA,FALSE,FALSE,FALSE,19.3,"MICRO_CAP"
"HPL",484.05,NA,FALSE,FALSE,FALSE,19.3,"MICRO_CAP"
"VSTIND",269,NA,FALSE,FALSE,FALSE,19.3,"MICRO_CAP"
"GODFRYPHLP",3525,NA,FALSE,FALSE,FALSE,18.7,"LARGE_CAP"
"MAZDOCK",2985,NA,FALSE,FALSE,FALSE,18.7,"MID_CAP"
"OBEROIRLTY",1670.2,NA,FALSE,FALSE,FALSE,18.7,"SMALL_CAP"
"SONATSOFTW",394.1,NA,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"PARAS",748.05,NA,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"LLOYDSME",1328.5,NA,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"GENUSPOWER",336.2,NA,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"GENESYS",559.75,NA,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"AFFORDABLE",255.55,NA,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"SERVOTECH",131.18,NA,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"KPEL",423.55,NA,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"GPTINFRA",122.15,NA,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"HDFCBANK",966.9,NA,FALSE,FALSE,FALSE,18,"LARGE_CAP"
"GRSE",2605.3,NA,FALSE,FALSE,FALSE,18,"MID_CAP"
"ANGELONE",2266.6,NA,FALSE,FALSE,FALSE,18,"SMALL_CAP"
"IEX",149.03,NA,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"NEWGEN",915.5,NA,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"GRAVITA",1661.4,NA,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"GOODLUCK",1088.4,NA,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"TEJASNET",610.95,NA,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"MRPL",129.81,NA,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"MARKSANS",179.11,NA,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"IIFLCAPS",287.2,NA,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"QUADFUTURE",432.6,NA,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"GRMOVER",353.75,NA,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"UGROCAP",168.62,NA,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"MANINFRA",158.64,NA,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"REPCOHOME",376.5,NA,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"KRBL",395.45,NA,FALSE,FALSE,FALSE,17.3,"MICRO_CAP"
"SAPPHIRE",318.3,NA,FALSE,FALSE,FALSE,17.3,"MICRO_CAP"
"SUNFLAG",263,NA,FALSE,FALSE,FALSE,17.3,"MICRO_CAP"
"KALYANKJIL",511.4,NA,FALSE,FALSE,FALSE,16.7,"SMALL_CAP"
"SONACOMS",436.2,NA,FALSE,FALSE,FALSE,16.7,"SMALL_CAP"
"WELSPUNLIV",124.41,NA,FALSE,FALSE,FALSE,16.7,"MICRO_CAP"
"RAINBOW",1418.9,NA,FALSE,FALSE,FALSE,16.7,"MICRO_CAP"
"GIPCL",187.81,NA,FALSE,FALSE,FALSE,16.7,"MICRO_CAP"
"NIITLTD",112.29,NA,FALSE,FALSE,FALSE,16.7,"MICRO_CAP"
"FEDERALBNK",197.92,NA,FALSE,FALSE,FALSE,16,"MICRO_CAP"
"JWL",339.75,NA,FALSE,FALSE,FALSE,16,"MICRO_CAP"
"VTL",426.1,NA,FALSE,FALSE,FALSE,16,"MICRO_CAP"
"MAHSEAMLES",630.9,NA,FALSE,FALSE,FALSE,16,"MICRO_CAP"
"SURAJEST",298.7,NA,FALSE,FALSE,FALSE,16,"MICRO_CAP"
"WEL",158.15,NA,FALSE,FALSE,FALSE,16,"MICRO_CAP"
"NUVAMA",6406,NA,FALSE,FALSE,FALSE,15.3,"MICRO_CAP"
"KNRCON",204.08,NA,FALSE,FALSE,FALSE,15.3,"MICRO_CAP"
"SURYAROSNI",292,NA,FALSE,FALSE,FALSE,15.3,"MICRO_CAP"
"ORIENTHOT",137.67,NA,FALSE,FALSE,FALSE,15.3,"MICRO_CAP"
"PRAJIND",389,NA,FALSE,FALSE,FALSE,14.7,"MICRO_CAP"
"FCL",235.66,NA,FALSE,FALSE,FALSE,14.7,"MICRO_CAP"
"MUFTI",117.76,NA,FALSE,FALSE,FALSE,14,"MICRO_CAP"
"NAZARA",1083.5,NA,FALSE,FALSE,FALSE,13.3,"MICRO_CAP"
"VPRPL",107.84,NA,FALSE,FALSE,FALSE,13.3,"MICRO_CAP"
"UBL",1796,NA,FALSE,FALSE,FALSE,12.7,"MICRO_CAP"
"VRLLOG",287.3,NA,FALSE,FALSE,FALSE,12.7,"MICRO_CAP"
"PATANJALI",608.9,NA,FALSE,FALSE,FALSE,12,"SMALL_CAP"
"ZAGGLE",353.9,NA,FALSE,FALSE,FALSE,12,"MICRO_CAP"
