"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"BHARATGEAR",105.79,NA,FALSE,FALSE,TRUE,78.7,"MICRO_CAP"
"ASTERDM",650.55,NA,FALSE,FALSE,TRUE,76,"SMALL_CAP"
"ASTRAMICRO",1140.8,NA,FALSE,FALSE,TRUE,75.3,"SMALL_CAP"
"CGCL",190.66,NA,FALSE,FALSE,TRUE,74,"MID_CAP"
"CARTRADE",2540.6,NA,FALSE,FALSE,TRUE,73.3,"MID_CAP"
"ANANTRAJ",640.4,NA,FALSE,FALSE,FALSE,72,"LARGE_CAP"
"BORORENEW",570.05,NA,FALSE,FALSE,FALSE,71.3,"MICRO_CAP"
"COMSYN",155.34,NA,FALSE,FALSE,TRUE,71.3,"MICRO_CAP"
"ALKEM",5541.5,NA,FALSE,FALSE,TRUE,70.7,"MID_CAP"
"AVL",573.3,NA,FALSE,FALSE,TRUE,70.7,"MICRO_CAP"
"DBEIL",166.98,NA,FALSE,FALSE,FALSE,70.7,"MICRO_CAP"
"SAMMAANCAP",143.21,NA,FALSE,FALSE,TRUE,70,"LARGE_CAP"
"GABRIEL",1282.7,NA,FALSE,FALSE,TRUE,68.7,"MID_CAP"
"SUNDARMHLD",607.95,NA,FALSE,FALSE,TRUE,68.7,"SMALL_CAP"
"TANLA",753.7,NA,FALSE,FALSE,TRUE,68,"MID_CAP"
"TBOTEK",1631.2,NA,FALSE,FALSE,TRUE,68,"MID_CAP"
"DCAL",300.45,NA,FALSE,FALSE,TRUE,68,"SMALL_CAP"
"AJMERA",1052.9,NA,FALSE,FALSE,TRUE,68,"MICRO_CAP"
"CYBERTECH",169.51,NA,FALSE,FALSE,FALSE,68,"MICRO_CAP"
"SWIGGY",458.45,NA,FALSE,FALSE,TRUE,67.3,"LARGE_CAP"
"MAHSCOOTER",17780,NA,FALSE,FALSE,TRUE,67.3,"MID_CAP"
"AVANTEL",183.77,NA,FALSE,FALSE,TRUE,67.3,"SMALL_CAP"
"ADANIPOWER",709.4,NA,FALSE,FALSE,TRUE,66.7,"LARGE_CAP"
"MAMATA",499.4,NA,FALSE,FALSE,FALSE,66.7,"MID_CAP"
"KEI",4200,NA,FALSE,FALSE,TRUE,66.7,"SMALL_CAP"
"BLUESTARCO",1963.8,NA,FALSE,FALSE,FALSE,66.7,"SMALL_CAP"
"TDPOWERSYS",553.45,NA,FALSE,FALSE,TRUE,66,"MICRO_CAP"
"ASAHIINDIA",878.6,NA,FALSE,FALSE,TRUE,66,"MICRO_CAP"
"ANANDRATHI",3042,NA,FALSE,FALSE,TRUE,66,"MICRO_CAP"
"NETWEB",3279.4,NA,FALSE,FALSE,TRUE,65.3,"LARGE_CAP"
"CANBK",117.76,NA,FALSE,TRUE,FALSE,65.3,"LARGE_CAP"
"AARTIPHARM",930.2,NA,FALSE,FALSE,FALSE,65.3,"MID_CAP"
"GVT&D",3068.7,NA,FALSE,FALSE,TRUE,65.3,"MID_CAP"
"VARROC",633,NA,FALSE,FALSE,TRUE,65.3,"MICRO_CAP"
"SUDARSCHEM",1474.4,NA,FALSE,FALSE,TRUE,65.3,"MICRO_CAP"
"CHALET",1029.9,NA,FALSE,FALSE,TRUE,65.3,"MICRO_CAP"
"KAYNES",7151.5,NA,FALSE,FALSE,TRUE,64.7,"LARGE_CAP"
"CGPOWER",779.4,NA,FALSE,FALSE,TRUE,64.7,"MID_CAP"
"CUPID",214.59,NA,FALSE,FALSE,TRUE,64.7,"MICRO_CAP"
"SAILIFE",913.65,NA,FALSE,FALSE,TRUE,64,"MID_CAP"
"AARTIDRUGS",525.35,NA,FALSE,FALSE,FALSE,64,"MICRO_CAP"
"SPMLINFRA",282.35,NA,FALSE,FALSE,FALSE,64,"MICRO_CAP"
"VIMTALABS",825.05,NA,FALSE,FALSE,FALSE,63.3,"MID_CAP"
"LAURUSLABS",932.1,NA,FALSE,FALSE,TRUE,63.3,"MID_CAP"
"POLYCAB",7549,NA,FALSE,FALSE,TRUE,63.3,"MID_CAP"
"NAVA",717.3,NA,FALSE,FALSE,TRUE,63.3,"MICRO_CAP"
"AGIIL",1176.4,NA,FALSE,FALSE,TRUE,63.3,"MICRO_CAP"
"ASHAPURMIN",620,NA,FALSE,FALSE,TRUE,63.3,"MICRO_CAP"
"BAJEL",224.57,NA,FALSE,FALSE,FALSE,63.3,"MICRO_CAP"
"BANCOINDIA",835.6,NA,FALSE,FALSE,TRUE,62.7,"MID_CAP"
"VMM",152.35,NA,FALSE,FALSE,TRUE,62.7,"MID_CAP"
"FORTIS",953.95,NA,FALSE,FALSE,TRUE,62.7,"MID_CAP"
"LALPATHLAB",3473.5,NA,FALSE,FALSE,TRUE,62.7,"SMALL_CAP"
"NAVNETEDUL",163.09,NA,FALSE,FALSE,TRUE,62.7,"MICRO_CAP"
"ARVINDFASN",564.65,NA,FALSE,FALSE,TRUE,62.7,"MICRO_CAP"
"ASIANENE",347.9,NA,FALSE,FALSE,FALSE,62.7,"MICRO_CAP"
"BALAJITELE",123.22,NA,FALSE,FALSE,TRUE,62.7,"MICRO_CAP"
"VSSL",272.6,NA,FALSE,FALSE,TRUE,62,"MICRO_CAP"
"AZAD",1665.7,NA,FALSE,FALSE,FALSE,61.3,"MID_CAP"
"CUMMINSIND",4080.4,NA,FALSE,FALSE,TRUE,61.3,"SMALL_CAP"
"PENIND",250.31,NA,FALSE,FALSE,TRUE,61.3,"MICRO_CAP"
"AVALON",974.1,NA,FALSE,FALSE,TRUE,61.3,"MICRO_CAP"
"LANDMARK",627.05,NA,FALSE,FALSE,TRUE,61.3,"MICRO_CAP"
"HYUNDAI",2809.3,NA,FALSE,FALSE,TRUE,60.7,"MID_CAP"
"JSWINFRA",335.8,NA,FALSE,FALSE,TRUE,60.7,"MID_CAP"
"EMIL",157.9,NA,FALSE,FALSE,TRUE,60.7,"SMALL_CAP"
"SYRMA",827.55,NA,FALSE,FALSE,TRUE,60.7,"SMALL_CAP"
"JSL",778.95,NA,FALSE,FALSE,TRUE,60.7,"SMALL_CAP"
"AIIL",3160.4,NA,FALSE,FALSE,TRUE,60,"MID_CAP"
"COALINDIA",394.5,NA,FALSE,FALSE,FALSE,60,"MID_CAP"
"AFFLE",2145.2,NA,FALSE,FALSE,TRUE,60,"SMALL_CAP"
"UNOMINDA",1319.7,NA,FALSE,FALSE,TRUE,60,"SMALL_CAP"
"SANSERA",1495,NA,FALSE,FALSE,TRUE,60,"MICRO_CAP"
"BAJAJCON",255.49,NA,FALSE,FALSE,TRUE,60,"MICRO_CAP"
"DEEPINDS",536.45,NA,FALSE,FALSE,FALSE,60,"MICRO_CAP"
"ALIVUS",1047.45,NA,FALSE,FALSE,FALSE,59.3,"MID_CAP"
"HDFCAMC",5856.5,NA,FALSE,FALSE,TRUE,59.3,"MID_CAP"
"DENTA",466.4,NA,FALSE,FALSE,TRUE,59.3,"SMALL_CAP"
"DALBHARAT",2409.9,NA,FALSE,FALSE,TRUE,59.3,"SMALL_CAP"
"DELHIVERY",478.8,NA,FALSE,FALSE,TRUE,59.3,"MICRO_CAP"
"CHOICEIN",809.65,NA,FALSE,FALSE,TRUE,59.3,"MICRO_CAP"
"PNBGILTS",103.98,NA,FALSE,FALSE,FALSE,59.3,"MICRO_CAP"
"MARUTI",15864,NA,FALSE,FALSE,TRUE,58.7,"LARGE_CAP"
"IOLCP",119.93,NA,FALSE,FALSE,TRUE,58.7,"SMALL_CAP"
"RADICO",3052.5,NA,FALSE,FALSE,TRUE,58.7,"SMALL_CAP"
"SUMICHEM",601.8,NA,FALSE,FALSE,FALSE,58.7,"SMALL_CAP"
"PLATIND",322.5,NA,FALSE,FALSE,FALSE,58.7,"MICRO_CAP"
"BOMDYEING",184.82,NA,FALSE,FALSE,TRUE,58.7,"MICRO_CAP"
"BAJAJFINSV",2067.3,NA,FALSE,FALSE,FALSE,58,"MID_CAP"
"DABUR",535.45,NA,FALSE,FALSE,TRUE,58,"SMALL_CAP"
"EGOLD",110.3,NA,FALSE,FALSE,TRUE,58,"MICRO_CAP"
"GMDCLTD",572.05,NA,FALSE,FALSE,TRUE,57.3,"LARGE_CAP"
"JSWENERGY",545.5,NA,FALSE,FALSE,FALSE,57.3,"MID_CAP"
"CIPLA",1575.8,NA,FALSE,FALSE,TRUE,57.3,"MID_CAP"
"USHAMART",426.55,NA,FALSE,FALSE,TRUE,57.3,"SMALL_CAP"
"AFCONS",461.65,NA,FALSE,FALSE,FALSE,57.3,"SMALL_CAP"
"ORCHPHARMA",788.45,NA,FALSE,FALSE,FALSE,57.3,"SMALL_CAP"
"INTENTECH",126.41,NA,FALSE,FALSE,FALSE,57.3,"MICRO_CAP"
"SRM",559.45,NA,FALSE,FALSE,TRUE,57.3,"MICRO_CAP"
"BBOX",488.9,NA,FALSE,FALSE,FALSE,57.3,"MICRO_CAP"
"BLACKBUCK",598.2,NA,FALSE,FALSE,FALSE,57.3,"MICRO_CAP"
"AADHARHFC",539.15,NA,FALSE,FALSE,TRUE,57.3,"MICRO_CAP"
"DATAMATICS",904.7,NA,FALSE,FALSE,FALSE,57.3,"MICRO_CAP"
"SILVERETF",125.28,NA,FALSE,FALSE,TRUE,57.3,"MICRO_CAP"
"MUTHOOTMF",170.24,NA,FALSE,FALSE,TRUE,57.3,"MICRO_CAP"
"M&M",3592.1,NA,FALSE,FALSE,TRUE,56.7,"LARGE_CAP"
"BAJAJ-AUTO",8971.5,NA,FALSE,FALSE,FALSE,56.7,"MID_CAP"
"DIXON",18177,NA,FALSE,FALSE,TRUE,56.7,"MID_CAP"
"APOLLO",343.9,NA,FALSE,FALSE,TRUE,56.7,"MID_CAP"
"MUTHOOTFIN",2934.9,NA,FALSE,FALSE,TRUE,56.7,"SMALL_CAP"
"BANKINDIA",120.47,NA,FALSE,FALSE,FALSE,56.7,"SMALL_CAP"
"SAIL",136.2,NA,FALSE,FALSE,FALSE,56,"MID_CAP"
"EICHERMOT",6973.5,NA,FALSE,FALSE,TRUE,56,"MID_CAP"
"ECLERX",4270.3,NA,FALSE,FALSE,FALSE,56,"MICRO_CAP"
"MON100",213.92,NA,FALSE,FALSE,TRUE,56,"MICRO_CAP"
"SHALBY",240.57,NA,FALSE,FALSE,TRUE,56,"MICRO_CAP"
"NATCAPSUQ",247.7,NA,FALSE,FALSE,FALSE,56,"MICRO_CAP"
"THEINVEST",153.63,NA,FALSE,FALSE,FALSE,56,"MICRO_CAP"
"ATGL",651.45,NA,FALSE,FALSE,FALSE,55.3,"LARGE_CAP"
"EXIDEIND",414.5,NA,FALSE,FALSE,TRUE,55.3,"SMALL_CAP"
"TORNTPHARM",3629.2,NA,FALSE,FALSE,TRUE,55.3,"SMALL_CAP"
"LEMONTREE",172.9,NA,FALSE,FALSE,TRUE,55.3,"SMALL_CAP"
"WABAG",1567,NA,FALSE,FALSE,FALSE,55.3,"MICRO_CAP"
"MINDACORP",549.25,NA,FALSE,FALSE,FALSE,55.3,"MICRO_CAP"
"DIFFNKG",396.25,NA,FALSE,FALSE,TRUE,55.3,"MICRO_CAP"
"SJS",1480.5,NA,FALSE,FALSE,TRUE,55.3,"MICRO_CAP"
"DBL",565.8,NA,FALSE,FALSE,TRUE,55.3,"MICRO_CAP"
"STARCEMENT",273.45,NA,FALSE,FALSE,FALSE,55.3,"MICRO_CAP"
"SILVER1",125.13,NA,FALSE,FALSE,TRUE,55.3,"MICRO_CAP"
"ARIHANTCAP",107.74,NA,FALSE,FALSE,FALSE,55.3,"MICRO_CAP"
"SBIN",862.35,NA,FALSE,FALSE,TRUE,54.7,"LARGE_CAP"
"PAYTM",1177.2,NA,FALSE,FALSE,FALSE,54.7,"LARGE_CAP"
"CHOLAFIN",1590.9,NA,FALSE,FALSE,FALSE,54.7,"MID_CAP"
"HINDALCO",743.3,NA,FALSE,FALSE,TRUE,54.7,"MID_CAP"
"HEROMOTOCO",5408,NA,FALSE,FALSE,TRUE,54.7,"MID_CAP"
"BRITANNIA",6069.5,NA,FALSE,FALSE,TRUE,54.7,"MID_CAP"
"MANKIND",2660.6,NA,FALSE,FALSE,TRUE,54.7,"SMALL_CAP"
"FLUOROCHEM",3801.3,NA,FALSE,FALSE,FALSE,54.7,"SMALL_CAP"
"EDELWEISS",119.03,NA,FALSE,FALSE,TRUE,54.7,"SMALL_CAP"
"INDIANB",701.5,NA,FALSE,FALSE,TRUE,54.7,"SMALL_CAP"
"DCXINDIA",279.3,NA,FALSE,FALSE,FALSE,54.7,"MICRO_CAP"
"NIACL",201.29,NA,FALSE,FALSE,TRUE,54.7,"MICRO_CAP"
"CAMPUS",283.35,NA,FALSE,FALSE,FALSE,54.7,"MICRO_CAP"
"MONTECARLO",670.75,NA,FALSE,FALSE,TRUE,54.7,"MICRO_CAP"
"BLSE",197.46,NA,FALSE,FALSE,FALSE,54.7,"MICRO_CAP"
"ASIANPAINT",2481.7,NA,FALSE,FALSE,FALSE,54,"LARGE_CAP"
"FORCEMOT",18589,NA,FALSE,FALSE,FALSE,54,"LARGE_CAP"
"TATASTEEL",171.48,NA,FALSE,FALSE,TRUE,54,"MID_CAP"
"BANKBARODA",252.08,NA,FALSE,FALSE,FALSE,54,"MID_CAP"
"JKCEMENT",6862,NA,FALSE,FALSE,TRUE,54,"MID_CAP"
"AMBER",8286.5,NA,FALSE,FALSE,TRUE,54,"SMALL_CAP"
"IXIGO",284.65,NA,FALSE,FALSE,FALSE,54,"SMALL_CAP"
"JSWSTEEL",1122.8,NA,FALSE,FALSE,TRUE,54,"SMALL_CAP"
"ARE&M",1019.55,NA,FALSE,FALSE,FALSE,54,"SMALL_CAP"
"NLCINDIA",260.27,NA,FALSE,FALSE,TRUE,54,"MICRO_CAP"
"REDTAPE",161.12,NA,FALSE,FALSE,FALSE,54,"MICRO_CAP"
"RAMCOIND",391.3,NA,FALSE,FALSE,TRUE,54,"MICRO_CAP"
"ABDL",549.65,NA,FALSE,FALSE,TRUE,54,"MICRO_CAP"
"HNGSNGBEES",526.07,NA,FALSE,FALSE,TRUE,54,"MICRO_CAP"
"RUCHIRA",170.03,NA,FALSE,FALSE,TRUE,54,"MICRO_CAP"
"BHARTIARTL",1962.4,NA,FALSE,FALSE,FALSE,53.3,"LARGE_CAP"
"ASHOKLEY",140.89,NA,FALSE,FALSE,FALSE,53.3,"MID_CAP"
"BPCL",329.55,NA,FALSE,FALSE,FALSE,53.3,"MID_CAP"
"PARADEEP",179.67,NA,FALSE,FALSE,FALSE,53.3,"MID_CAP"
"MOTILALOFS",944.7,NA,FALSE,TRUE,FALSE,53.3,"MID_CAP"
"HBLENGINE",838.35,NA,FALSE,FALSE,FALSE,53.3,"SMALL_CAP"
"JINDALSTEL",1046,NA,FALSE,FALSE,TRUE,53.3,"SMALL_CAP"
"PVRINOX",1115.9,NA,FALSE,FALSE,FALSE,53.3,"MICRO_CAP"
"POCL",1325.4,NA,FALSE,FALSE,TRUE,53.3,"MICRO_CAP"
"HDFCSILVER",124.19,NA,FALSE,FALSE,TRUE,53.3,"MICRO_CAP"
"GOLDIAM",398.55,NA,FALSE,FALSE,TRUE,53.3,"MICRO_CAP"
"ATULAUTO",514.1,NA,FALSE,FALSE,FALSE,53.3,"MICRO_CAP"
"WCIL",144.34,NA,FALSE,FALSE,TRUE,53.3,"MICRO_CAP"
"STOVEKRAFT",711.95,NA,FALSE,FALSE,TRUE,53.3,"MICRO_CAP"
"ADANIGREEN",1030.7,NA,FALSE,FALSE,FALSE,52.7,"LARGE_CAP"
"BIOCON",369.2,NA,FALSE,FALSE,FALSE,52.7,"MID_CAP"
"CHOLAHLDNG",2019.5,NA,FALSE,FALSE,FALSE,52.7,"MID_CAP"
"DMART",4775.3,NA,FALSE,FALSE,TRUE,52.7,"MID_CAP"
"PPLPHARMA",208.28,NA,FALSE,FALSE,FALSE,52.7,"SMALL_CAP"
"TATAINVEST",7333.5,NA,FALSE,TRUE,TRUE,52.7,"SMALL_CAP"
"INOXGREEN",194.22,NA,FALSE,FALSE,TRUE,52.7,"MICRO_CAP"
"DAMCAPITAL",245.46,NA,FALSE,FALSE,FALSE,52.7,"MICRO_CAP"
"BIKAJI",788.25,NA,FALSE,FALSE,TRUE,52.7,"MICRO_CAP"
"STYLEBAAZA",367.2,NA,FALSE,FALSE,TRUE,52.7,"MICRO_CAP"
"GOLDETFADD",107.05,NA,FALSE,FALSE,TRUE,52.7,"MICRO_CAP"
"LOVABLE",101.68,NA,FALSE,FALSE,FALSE,52.7,"MICRO_CAP"
"GLENMARK",2085.2,NA,FALSE,FALSE,FALSE,52,"SMALL_CAP"
"DIACABS",161.97,NA,FALSE,FALSE,FALSE,52,"SMALL_CAP"
"ZYDUSLIFE",1037.3,NA,FALSE,FALSE,TRUE,52,"SMALL_CAP"
"METROPOLIS",2133.6,NA,FALSE,FALSE,FALSE,52,"MICRO_CAP"
"IKIO",228.12,NA,FALSE,FALSE,FALSE,52,"MICRO_CAP"
"RAMCOSYS",521.45,NA,FALSE,FALSE,TRUE,52,"MICRO_CAP"
"NAVKARCORP",128.15,NA,FALSE,FALSE,FALSE,52,"MICRO_CAP"
"PNB",113.3,NA,FALSE,TRUE,FALSE,51.3,"MID_CAP"
"SILVERBEES",123.65,NA,FALSE,FALSE,TRUE,51.3,"SMALL_CAP"
"TVSMOTOR",3529.4,NA,FALSE,FALSE,TRUE,51.3,"SMALL_CAP"
"LTF",246.7,NA,FALSE,FALSE,TRUE,51.3,"SMALL_CAP"
"MANAPPURAM",286.5,NA,FALSE,FALSE,TRUE,51.3,"SMALL_CAP"
"NORTHARC",277.1,NA,FALSE,FALSE,TRUE,51.3,"MICRO_CAP"
"SILVERIETF",128.69,NA,FALSE,FALSE,TRUE,51.3,"MICRO_CAP"
"PITTIENG",1006.5,NA,FALSE,FALSE,FALSE,51.3,"MICRO_CAP"
"SUBROS",1004.7,NA,FALSE,FALSE,TRUE,51.3,"MICRO_CAP"
"SBISILVER",126.72,NA,FALSE,FALSE,TRUE,51.3,"MICRO_CAP"
"RELTD",182.64,NA,FALSE,FALSE,TRUE,51.3,"MICRO_CAP"
"FEDFINA",148,NA,FALSE,FALSE,TRUE,51.3,"MICRO_CAP"
"HEMIPROP",170.48,NA,FALSE,FALSE,TRUE,51.3,"MICRO_CAP"
"SILVERADD",124.51,NA,FALSE,FALSE,TRUE,51.3,"MICRO_CAP"
"AXISILVER",128.41,NA,FALSE,FALSE,TRUE,51.3,"MICRO_CAP"
"ESILVER",129.29,NA,FALSE,FALSE,TRUE,51.3,"MICRO_CAP"
"SAURASHCEM",110.07,NA,FALSE,FALSE,FALSE,51.3,"MICRO_CAP"
"BAJFINANCE",992.45,NA,FALSE,FALSE,FALSE,50.7,"LARGE_CAP"
"APOLLOHOSP",7806.5,NA,FALSE,FALSE,FALSE,50.7,"SMALL_CAP"
"NATIONALUM",211.6,NA,FALSE,FALSE,TRUE,50.7,"SMALL_CAP"
"DBREALTY",175.37,NA,FALSE,FALSE,FALSE,50.7,"MICRO_CAP"
"SEQUENT",200.64,NA,FALSE,FALSE,TRUE,50.7,"MICRO_CAP"
"BATAINDIA",1237.7,NA,FALSE,FALSE,FALSE,50.7,"MICRO_CAP"
"YATHARTH",776.45,NA,FALSE,FALSE,TRUE,50.7,"MICRO_CAP"
"SIRCA",489.7,NA,FALSE,FALSE,TRUE,50.7,"MICRO_CAP"
"GOLDETF",107.19,NA,FALSE,FALSE,TRUE,50.7,"MICRO_CAP"
"SOLARA",675.15,NA,FALSE,FALSE,TRUE,50.7,"MICRO_CAP"
"GROWWGOLD",108.05,NA,FALSE,FALSE,TRUE,50.7,"MICRO_CAP"
