"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"ASIANPAINT",2799.9,5.81,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,77.3,"LARGE_CAP"
"AUROPHARMA",1225.1,4.38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75.3,"MID_CAP"
"CREST",391.3,1.48,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,75.3,"MICRO_CAP"
"ASAHIINDIA",1008.7,6.35,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,74,"SMALL_CAP"
"ASHOKLEY",173.56,11.14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,72.7,"MID_CAP"
"DELPHIFX",253.05,8.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72.7,"MICRO_CAP"
"CANFINHOME",936.6,9.74,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,72,"MICRO_CAP"
"ATHERENERG",701.95,8.49,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71.3,"LARGE_CAP"
"AUBANK",985.15,17.98,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70,"MID_CAP"
"GAEL",123.85,5.74,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,70,"MICRO_CAP"
"ARVEE",290.78,32.91,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,70,"MICRO_CAP"
"LAURUSLABS",1045.2,7.12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,68.7,"MID_CAP"
"CEATLTD",3931.7,6.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68.7,"MID_CAP"
"RRKABEL",1487,7.89,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,68.7,"SMALL_CAP"
"FIEMIND",2408.6,9.44,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,68.7,"MICRO_CAP"
"IMFA",1414.9,12.29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,"SMALL_CAP"
"JKTYRE",485.75,12.91,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,67.3,"MID_CAP"
"SONACOMS",496.8,8.24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67.3,"MID_CAP"
"NIITMTS",420.9,14.17,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,67.3,"MICRO_CAP"
"BLISSGVS",172.9,6.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"MID_CAP"
"ASHAPURMIN",790.9,9.77,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,66,"SMALL_CAP"
"SHRIRAMFIN",901.7,19.84,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,65.3,"LARGE_CAP"
"MOTHERSON",120.98,4.56,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,65.3,"MID_CAP"
"GPPL",193.61,10.26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"SMALL_CAP"
"BHEL",275.75,6.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64.7,"MID_CAP"
"MUFIN",115.71,15.61,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64.7,"MICRO_CAP"
"INDUSTOWER",414.05,7.42,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64,"MID_CAP"
"INDIACEM",438,5.47,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,63.3,"SMALL_CAP"
"ARVIND",319.7,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63.3,"MICRO_CAP"
"LTIM",6197.5,8.11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"MID_CAP"
"CANBK",148.58,11.37,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"MID_CAP"
"HEXT",792.55,4.11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,62.7,"MID_CAP"
"BIOCON",398.55,4.57,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,62.7,"MID_CAP"
"STAR",930.8,3.96,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"SMALL_CAP"
"BSOFT",433.45,7.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"MICRO_CAP"
"PDSL",382.6,4.69,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,62,"SMALL_CAP"
"SANSERA",1724.2,6.96,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,62,"MICRO_CAP"
