Date,Open,High,Low,Close,Volume
2021-11-16,88.4949,88.4949,81.3995,83.5183,19486
2021-11-17,86.0312,86.0312,79.8228,84.3067,22774
2021-11-18,85.0458,85.0458,78.8866,79.8721,17725
2021-11-22,78.246,81.2517,73.91,76.2751,6883
2021-11-23,78.1475,78.8373,75.2897,77.162,4191
2021-11-24,76.7186,81.4981,75.9302,78.4924,4987
2021-11-25,76.1273,81.301,75.9795,77.5069,2968
2021-11-26,78.6402,81.2517,73.9593,79.5271,13364
2021-11-29,74.8462,78.7388,74.7476,76.7678,6669
2021-11-30,80.1184,81.2517,75.9795,77.0142,2159
2021-12-01,78.9851,82.2372,73.9593,79.4779,7831
2021-12-02,74.1564,79.9706,70.9536,78.0982,2832
2021-12-03,81.7937,81.7937,75.9795,77.162,2424
2021-12-06,73.9593,78.6895,73.91,76.2751,2020
2021-12-07,78.3939,78.788,75.8809,77.8026,5460
2021-12-08,77.8519,79.6257,76.8664,77.1128,14024
2021-12-09,83.3705,83.3705,72.5303,76.3736,2001
2021-12-10,82.2865,82.2865,72.5303,74.452,8866
2021-12-13,77.9011,78.246,74.5998,76.8664,2731
2021-12-14,74.0085,76.5707,72.7767,73.91,25631
2021-12-15,75.8809,78.8373,72.4318,77.2113,79683
2021-12-16,75.1418,80.1184,73.91,75.0433,6749
2021-12-17,80.0692,81.5966,72.9245,73.8607,30889
2021-12-20,76.7678,76.7678,70.9536,72.5303,2347
2021-12-21,74.9447,74.9447,71.742,72.826,3533
2021-12-22,74.5998,74.5998,71.4463,72.7274,1774
2021-12-23,71.7912,74.3042,71.742,72.1854,3978
2021-12-24,74.6491,74.6491,72.2347,72.8753,2912
2021-12-27,70.5101,73.7622,70.4609,72.5303,1553
2021-12-28,71.1014,73.91,71.1014,71.9883,3133
2021-12-29,69.9681,74.2549,69.9681,71.6434,5311
2021-12-30,74.452,74.5013,70.9536,72.0376,7081
2021-12-31,72.3825,73.4172,70.5594,71.397,5108
2022-01-03,72.9738,74.5013,72.4811,73.8114,11210
2022-01-04,74.8955,77.7533,72.9738,76.62,120822
2022-01-05,76.7186,83.3212,76.6693,81.3995,225084
2022-01-06,79.8228,93.6193,77.9997,91.0078,167369
2022-01-07,96.3786,101.1581,90.2195,92.8309,146365
2022-01-10,90.8107,98.5467,89.2833,93.6193,131944
2022-01-11,91.7469,109.3868,91.7469,102.4392,280168
2022-01-12,109.5346,113.3286,103.474,105.8884,138585
2022-01-13,106.4304,108.4013,102.5378,103.8682,88567
2022-01-14,97.2163,103.5233,88.692,101.306,54109
2022-01-17,105.9869,106.2333,99.5321,102.8334,23177
2022-01-18,107.9086,108.1057,97.4134,99.9263,24551
2022-01-19,98.5959,100.5176,90.6629,97.7583,18043
2022-01-20,98.3988,101.5031,96.625,99.335,12738
2022-01-21,100.0248,113.2301,95.5903,110.6186,396568
2022-01-24,110.1752,112.0475,100.0249,102.6856,45258
2022-01-25,100.6161,107.4158,98.5466,104.0653,40488
2022-01-27,108.2042,108.4013,102.4885,105.2478,68827
2022-01-28,112.3432,112.3432,100.9118,102.7349,32421
2022-01-31,103.474,106.4304,95.1961,98.7437,30613
2022-02-01,98.4481,101.5031,94.1121,95.8859,89588
2022-02-02,94.6048,100.5176,94.6048,99.4828,15117
2022-02-03,100.5176,103.4247,98.5466,101.7001,13987
2022-02-04,104.7551,112.3432,99.7292,109.2882,121695
2022-02-07,109.3868,123.0848,109.3375,122.5427,232323
2022-02-08,122.6906,131.067,114.5605,122.4935,130709
2022-02-09,128.1107,128.1107,114.8069,117.0242,60333
2022-02-10,122.0008,122.0008,113.3286,114.8068,36215
2022-02-11,114.7576,123.1833,108.4013,117.0734,88609
2022-02-14,110.6186,121.1631,107.5637,109.2882,32112
2022-02-15,103.8189,107.2188,90.7122,103.4247,124045
2022-02-16,106.4304,107.1202,99.6799,101.1089,21171
2022-02-17,104.8044,106.8246,102.4885,104.0653,15445
2022-02-18,107.2188,107.2188,100.5669,101.8972,13010
2022-02-21,103.3262,103.3262,97.8075,98.5466,10612
2022-02-22,94.6048,98.5466,93.1266,96.1815,19019
2022-02-23,95.6395,100.4683,95.6395,98.793,8154
2022-02-24,103.474,103.474,83.7646,85.3414,49239
2022-02-25,95.274,96.8059,89.9865,93.0997,12733
2022-02-28,92.4573,100.8086,89.097,95.8176,25238
2022-03-02,98.7331,109.6541,93.0009,101.0557,50968
2022-03-03,106.1949,106.1949,101.5498,104.0206,20065
2022-03-04,103.5759,103.6747,97.9919,99.2767,44983
2022-03-07,79.6091,97.4977,79.6091,92.2102,91179
2022-03-08,90.9254,98.4861,90.9254,95.0763,8003
2022-03-09,99.8203,100.7592,93.9398,96.5588,5650
2022-03-10,98.832,102.7852,95.867,96.5094,70778
2022-03-11,94.1374,98.0907,93.1491,95.9164,8264
2022-03-14,100.265,100.265,94.9281,96.0647,3183
2022-03-15,99.3261,99.3261,92.9515,95.6693,39571
2022-03-16,101.5993,101.7969,95.274,96.4106,14157
2022-03-17,99.3261,99.3261,93.5939,95.8176,62098
2022-03-21,95.5211,97.1024,94.0386,96.2129,9824
2022-03-22,94.9281,96.2623,92.902,93.495,19035
2022-03-23,94.8293,108.7152,94.3845,105.849,134633
2022-03-24,105.849,110.0,99.5238,100.3639,72645
2022-03-25,101.451,104.2677,97.8436,98.9802,15626
2022-03-28,102.7358,103.7736,96.3612,98.7331,10571
2022-03-29,96.46,99.8203,93.3962,94.0386,31901
2022-03-30,96.7071,96.7071,94.1869,95.1258,7811
2022-03-31,96.0647,100.3144,91.9137,98.4366,22392
2022-04-01,100.4133,100.4133,96.8553,97.8931,6377
2022-04-04,94.8787,100.3144,94.8787,95.8176,15054
2022-04-05,96.2623,98.7331,94.681,95.2246,25436
2022-04-06,95.4717,96.8553,94.9775,95.5705,14172
