DATE,SYMBOL,ALERT_TYPE,ENTITY,QTY,VALUE_CR,CATEGORY,DETAIL,SOURCE
2026-02-06,TAC,PROMOTER_PLEDGE,Trishneet Arora,1666700,0.0,Promoters,Pledge Creation,PIT
2026-02-20,TAC,PROMOTER_PLEDGE,Trishneet Arora,15000,0.0,Promoters,Invocation of pledge,PIT
2026-02-20,TAC,PROMOTER_SELLING,CHARANJIT SINGH,28400,1.29,Promoters,Market Sale,PIT
2026-02-26,TAC,PROMOTER_BUYING,CHARANJIT SINGH,20000,0.79,Promoters,Market Purchase,PIT
2026-02-24,TAC,PROMOTER_SELLING,CHARANJIT SINGH,13200,0.55,Promoters,Market Sale,PIT
2026-02-24,TAC,PROMOTER_SELLING,CHARANJIT SINGH,68000,2.86,Promoters,Market Sale,PIT
2026-02-24,TAC,PROMOTER_BUYING,CHARANJIT SINGH,68000,2.85,Promoters,Market Purchase,PIT
2026-02-20,TAC,PROMOTER_SELLING,CHARANJIT SINGH,3600,0.18,Promoters,Market Sale,PIT
2026-02-23,TAC,PROMOTER_SELLING,CHARANJIT SINGH,8200,0.43,Promoters,Market Sale,PIT
2026-02-25,TAC,PROMOTER_BUYING,CHARANJIT SINGH,5000,0.23,Promoters,Market Purchase,PIT
2026-02-27,TAC,PROMOTER_BUYING,CHARANJIT SINGH,4800,0.18,Promoters,Market Purchase,PIT
2026-03-27,NRBBEARING,PROMOTER_PLEDGE,Trilochan Singh Sahney Trust - 1,1896675,45.4,Promoters,Revokation of Pledge,PIT
2026-03-27,NRBBEARING,PROMOTER_PLEDGE,Trilochan Singh Sahney Trust - 1,3005000,71.93,Promoters,Pledge Creation,PIT
2026-03-27,NRBBEARING,PROMOTER_PLEDGE,HARSHBEENA ZAVERI,16484427,394.6,Promoters,Pledge Creation,PIT
2026-03-27,NRBBEARING,PROMOTER_PLEDGE,HARSHBEENA ZAVERI,17613043,421.62,Promoters,Revokation of Pledge,PIT
2026-03-30,SIGACHI,PROMOTER_SELLING,Dharani Devi C,1053741,2.0,Promoter Group,Off Market,PIT
2026-03-30,SIGACHI,PROMOTER_BUYING,RPS Industries Private Limited,1053741,2.0,Promoters,Off Market,PIT
2026-03-30,INTLCONV,PROMOTER_BUYING,Amaranth Daksha Private Limited,2415000,19.0,Promoter Group,Off Market,PIT
2026-03-30,INTLCONV,PROMOTER_SELLING,I.G.E. (India) Private Limited,2415000,19.0,Promoters,Off Market,PIT
2026-03-30,CAMLINFINE,PROMOTER_PLEDGE,Ashish Subhash Dandekar,650000,6.3,Director,Pledge Creation,PIT
2026-04-01,POCL,PROMOTER_BUYING,Ashish Bansal,2107244,0.0,Promoters,Others,PIT
2026-03-30,COMSYN,PROMOTER_BUYING,Pravi Investments LLP,387000,2.79,Promoter Group,Conversion of security,PIT
2026-03-30,COMSYN,PROMOTER_SELLING,Pravi Investments LLP,387000,2.79,Promoter Group,Conversion of security,PIT
