date_issued,symbol,sector,company,signal,setup_class,investment_score,technical_score,rsi,supertrend_state,price_at_issue,entry_low,entry_high,stop_loss,target_1,target_2,regime_at_issue,fno_pcr,fno_oi_change_5d,fno_buildup,fno_signal,date_resolved,price_at_resolution,return_pct,hit_target,hit_stop,action_bucket,action_reason,fii_flow_signal,insider_alert,insider_score,insider_detail
2026-05-07,PETRONET,Energy - Oil & Gas,PETRONET,WEAK_HOLD,NEUTRAL,50.68,36.0,66.2,BULLISH,283.3,280.47,285.37,263.64,286.8,322.54,CHOP,1.162,111.63,LONG_BUILDUP,BULL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-07,CHALET,Defence & Aerospace,CHALET,WEAK_HOLD,NEUTRAL,49.87,41.3,54.2,BULLISH,788.15,780.27,803.91,733.45,820.05,897.31,CHOP,,,,,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-07,IGL,Energy - Oil & Gas,IGL,WEAK_HOLD,NEUTRAL,48.47,40.7,57.7,BULLISH,169.46,167.77,172.42,157.7,173.29,192.94,CHOP,,,,,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-07,PRESTIGE,Realty,PRESTIGE,WEAK_HOLD,NEUTRAL,46.41,35.3,70.6,BULLISH,1455.2,1440.65,1465.83,1354.21,1473.2,1656.75,CHOP,1.145,105.52,LONG_BUILDUP,BULL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-07,GRSE,Defence & Aerospace,GRSE,WEAK_HOLD,NEUTRAL,44.17,37.3,69.1,BULLISH,3021.0,2990.79,3081.42,2811.34,3339.0,3439.41,CHOP,,,,,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-07,ALKEM,Pharma & Healthcare,Alkem Laboratories Limited,WEAK_HOLD,WEAK_TREND,41.68,39.3,49.2,BEARISH,5557.0,5501.43,5668.14,5887.4,5735.0,4536.51,CHOP,0.862,78.08,LONG_BUILDUP,MILD_BULL,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-07,IOC,Energy - Oil & Gas,Indian Oil Corporation Limited,WEAK_HOLD,WEAK_TREND,40.95,36.7,57.1,BEARISH,148.21,146.73,147.6,148.25,148.34,142.94,CHOP,0.808,174.08,SHORT_BUILDUP,MILD_BEAR,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-07,TORNTPHARM,Pharma & Healthcare,Torrent Pharmaceuticals Limited,WEAK_HOLD,NEUTRAL,56.63,42.0,65.4,BULLISH,4358.3,4314.72,4278.5,4069.89,4300.0,4926.8,CHOP,0.495,-2.26,NEUTRAL,NEUTRAL,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-07,BHARATFORG,EV & Auto Ancillaries,BHARATFORG,WEAK_HOLD,NEUTRAL,55.69,46.0,57.7,BULLISH,1873.8,1855.06,1911.28,1777.6,1949.9,2048.71,CHOP,0.666,1.19,NEUTRAL,NEUTRAL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-07,MOTHERSON,EV & Auto Ancillaries,MOTHERSON,WEAK_HOLD,NEUTRAL,52.14,46.7,55.3,BULLISH,127.41,126.14,129.96,118.57,132.99,145.06,CHOP,0.816,5.03,LONG_BUILDUP,MILD_BULL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-07,LUMAXTECH,EV & Auto Ancillaries,LUMAXTECH,WEAK_HOLD,NEUTRAL,49.57,38.0,34.7,BULLISH,1644.2,1627.76,1677.08,1550.4,1898.0,1821.16,CHOP,,,,,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-07,UNOMINDA,EV & Auto Ancillaries,UNOMINDA,WEAK_HOLD,NEUTRAL,48.8,42.0,56.1,BULLISH,1127.9,1116.62,1150.46,1049.62,1165.0,1284.11,CHOP,0.454,3.87,NEUTRAL,NEUTRAL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-07,SANSERA,EV & Auto Ancillaries,SANSERA,WEAK_HOLD,NEUTRAL,47.59,36.7,61.6,BULLISH,2506.6,2481.53,2556.73,2332.64,2672.5,2853.76,CHOP,,,,,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-07,SONACOMS,EV & Auto Ancillaries,SONACOMS,WEAK_HOLD,NEUTRAL,47.33,35.3,49.0,BULLISH,582.6,576.77,594.25,549.06,614.0,646.03,CHOP,0.573,6.79,SHORT_BUILDUP,BEAR,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-07,TIINDIA,EV & Auto Ancillaries,TIINDIA,WEAK_HOLD,NEUTRAL,46.64,42.0,63.0,BULLISH,2917.0,2887.83,2975.34,2790.34,3153.0,3131.56,CHOP,0.512,0.52,NEUTRAL,NEUTRAL,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-07,EXIDEIND,EV & Auto Ancillaries,EXIDEIND,WEAK_HOLD,NEUTRAL,44.23,36.7,64.2,BULLISH,351.7,348.18,358.73,329.08,379.9,395.92,CHOP,0.655,-13.15,LONG_UNWINDING,BEAR,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,BHARATFORG,EV & Auto Ancillaries,BHARATFORG,HOLD,NEUTRAL,62.49,56.0,68.6,BULLISH,1992.9,1972.97,1940.15,1854.59,1949.9,2268.92,CHOP,0.666,1.19,NEUTRAL,NEUTRAL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,ASTRAMICRO,Defence & Aerospace,ASTRAMICRO,HOLD,NEUTRAL,62.01,54.0,63.4,BULLISH,1162.5,1150.88,1143.25,1081.83,1149.0,1323.51,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,POWERGRID,Energy - Power,Power Grid Corporation of India Limited,WEAK_HOLD,NEUTRAL,61.05,42.0,52.8,BULLISH,313.8,310.66,320.08,303.25,324.95,329.19,CHOP,0.483,1.72,NEUTRAL,NEUTRAL,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,COALINDIA,Metals & Mining,COALINDIA,WEAK_HOLD,NEUTRAL,61.04,46.7,74.0,BULLISH,466.65,461.98,475.98,450.34,491.25,491.08,CHOP,0.509,0.11,NEUTRAL,NEUTRAL,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,NLCINDIA,Energy - Power,NLCINDIA,WEAK_HOLD,NEUTRAL,60.95,47.3,76.1,BULLISH,328.7,325.41,328.35,305.89,330.0,374.22,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,HINDCOPPER,Metals & Mining,Hindustan Copper Limited,HOLD,NEUTRAL,60.49,51.3,51.9,BULLISH,568.6,562.91,569.49,529.14,572.35,647.35,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,BELRISE,Defence & Aerospace,BELRISE,HOLD,NEUTRAL,60.09,50.7,66.7,BULLISH,227.94,225.66,225.17,212.12,226.3,259.51,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,KIRLOSENG,Energy - Oil & Gas,KIRLOSENG,WEAK_HOLD,NEUTRAL,59.6,42.0,65.3,BULLISH,1727.9,1710.62,1746.22,1607.98,1755.0,1967.21,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,DCXINDIA,Defence & Aerospace,DCXINDIA,HOLD,NEUTRAL,58.3,50.7,73.1,BULLISH,220.92,218.71,211.76,205.59,212.82,251.52,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,JSWSTEEL,Metals & Mining,JSW Steel Limited,WEAK_HOLD,NEUTRAL,58.16,44.0,68.9,BULLISH,1283.4,1270.57,1300.27,1199.2,1306.8,1448.99,CHOP,0.704,0.94,NEUTRAL,NEUTRAL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,TATASTEEL,Metals & Mining,Tata Steel Limited,WEAK_HOLD,NEUTRAL,57.28,39.3,63.3,BULLISH,217.09,214.92,217.15,204.28,218.24,241.53,CHOP,0.74,-0.27,NEUTRAL,NEUTRAL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,CHENNPETRO,Energy - Oil & Gas,CHENNPETRO,WEAK_HOLD,NEUTRAL,57.02,38.0,60.7,BULLISH,1076.2,1065.44,1097.72,1001.51,1159.7,1225.26,CHOP,,,,,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,MOTHERSON,EV & Auto Ancillaries,MOTHERSON,HOLD,NEUTRAL,56.89,51.3,59.8,BULLISH,130.43,129.13,132.33,121.38,132.99,148.5,CHOP,0.816,5.03,LONG_BUILDUP,MILD_BULL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,JSWENERGY,Energy - Power,JSWENERGY,WEAK_HOLD,NEUTRAL,56.45,43.3,67.4,BULLISH,575.9,570.14,582.72,535.93,585.65,655.66,CHOP,0.729,-5.72,SHORT_COVERING,NEUTRAL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,PARAS,Defence & Aerospace,PARAS,HOLD,NEUTRAL,56.03,52.7,67.4,BULLISH,869.5,860.8,845.25,809.15,849.5,989.92,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,SAILIFE,Metals & Mining,SAILIFE,WEAK_HOLD,NEUTRAL,55.95,36.7,76.5,BULLISH,1089.7,1078.8,1094.5,1014.07,1100.0,1240.62,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,NTPC,Energy - Power,NTPC Limited,WEAK_HOLD,NEUTRAL,55.7,44.7,59.1,BULLISH,400.35,396.35,408.36,383.51,414.4,428.45,CHOP,0.391,-1.08,NEUTRAL,NEUTRAL,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,RATNAMANI,Metals & Mining,RATNAMANI,WEAK_HOLD,NEUTRAL,55.24,48.0,84.8,BULLISH,2827.1,2798.83,2797.84,2630.9,2811.9,3218.65,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,HINDALCO,Metals & Mining,Hindalco Industries Limited,WEAK_HOLD,NEUTRAL,55.18,40.7,55.1,BULLISH,1055.7,1045.14,1074.6,996.68,1080.0,1166.3,CHOP,0.74,-2.56,NEUTRAL,NEUTRAL,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,HINDOILEXP,Energy - Oil & Gas,HINDOILEXP,WEAK_HOLD,NEUTRAL,54.97,47.3,55.4,BULLISH,164.21,162.57,165.04,152.82,165.87,186.96,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,MTARTECH,Defence & Aerospace,MTARTECH,WEAK_HOLD,NEUTRAL,54.45,45.3,81.4,BULLISH,6677.0,6610.23,6753.06,6213.62,6787.0,7601.76,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,TATAPOWER,Energy - Power,Tata Power Company Limited,WEAK_HOLD,NEUTRAL,54.32,36.0,58.7,BULLISH,439.25,434.86,448.04,424.58,464.9,460.57,CHOP,0.602,7.8,SHORT_BUILDUP,BEAR,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,AZAD,Defence & Aerospace,AZAD,WEAK_HOLD,NEUTRAL,53.78,40.7,78.0,BULLISH,2244.6,2222.15,2256.16,2088.82,2267.5,2555.47,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,BIOCON,Energy - Oil & Gas,Biocon Limited,WEAK_HOLD,NEUTRAL,53.69,38.0,75.6,BULLISH,382.25,378.43,382.58,355.72,384.5,435.19,CHOP,0.667,-4.19,NEUTRAL,NEUTRAL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,LUMAXTECH,EV & Auto Ancillaries,LUMAXTECH,WEAK_HOLD,NEUTRAL,52.87,46.7,40.6,BULLISH,1707.3,1690.23,1741.45,1588.82,1898.0,1943.76,CHOP,,,,,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,PRICOLLTD,EV & Auto Ancillaries,PRICOLLTD,WEAK_HOLD,NEUTRAL,52.5,48.7,63.5,BULLISH,618.8,612.61,623.27,575.85,626.4,704.5,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,NTPCGREEN,Energy - Power,NTPCGREEN,WEAK_HOLD,NEUTRAL,51.68,36.0,50.7,BULLISH,109.26,108.17,111.45,103.66,119.95,119.45,CHOP,,,,,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,CRAFTSMAN,EV & Auto Ancillaries,CRAFTSMAN,WEAK_HOLD,NEUTRAL,51.64,46.0,79.8,BULLISH,8637.0,8550.63,7893.34,8037.59,7933.0,9833.22,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,SANSERA,EV & Auto Ancillaries,SANSERA,WEAK_HOLD,NEUTRAL,51.62,47.3,60.8,BULLISH,2548.1,2522.62,2599.06,2371.26,2672.5,2901.01,CHOP,,,,,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,SUNFLAG,Metals & Mining,SUNFLAG,WEAK_HOLD,NEUTRAL,51.44,38.0,89.2,BULLISH,412.3,408.18,402.98,383.69,405.0,469.41,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,MIDHANI,Defence & Aerospace,MIDHANI,WEAK_HOLD,NEUTRAL,50.75,46.7,78.1,BULLISH,413.7,409.56,403.17,384.99,405.2,470.99,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,PETRONET,Energy - Oil & Gas,PETRONET,WEAK_HOLD,NEUTRAL,50.68,36.0,63.7,BULLISH,282.1,279.28,285.37,263.29,286.8,319.27,CHOP,0.919,4.22,NEUTRAL,NEUTRAL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,MGL,Energy - Oil & Gas,MGL,WEAK_HOLD,NEUTRAL,50.68,36.0,76.5,BULLISH,1179.8,1168.0,1171.71,1097.92,1177.6,1343.2,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,BEML,Defence & Aerospace,BEML,WEAK_HOLD,NEUTRAL,50.5,44.7,77.9,BULLISH,2000.2,1980.2,1900.45,1861.39,1910.0,2277.23,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,TORNTPOWER,Energy - Power,TORNTPOWER,SELL,WEAK_TREND,49.9,33.3,70.1,BULLISH,1712.5,1695.38,1746.75,1593.66,1824.1,1949.69,CHOP,,,,,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-08,GNA,EV & Auto Ancillaries,GNA,WEAK_HOLD,NEUTRAL,48.85,49.3,49.2,BULLISH,440.95,436.54,449.77,410.35,467.0,502.02,CHOP,,,,,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,EXIDEIND,EV & Auto Ancillaries,EXIDEIND,WEAK_HOLD,NEUTRAL,46.73,43.3,68.9,BULLISH,364.45,360.81,371.74,339.16,379.9,414.93,CHOP,0.655,-13.15,LONG_UNWINDING,BEAR,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,DLF,Realty,DLF,WEAK_HOLD,NEUTRAL,46.41,35.3,61.1,BULLISH,618.85,612.66,611.73,575.9,614.8,704.56,CHOP,0.745,-1.73,NEUTRAL,NEUTRAL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,CASTROLIND,Energy - Oil & Gas,CASTROLIND,SELL,WEAK_TREND,46.17,24.7,71.0,BULLISH,185.52,183.66,187.26,178.04,188.2,197.72,CHOP,,,,,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-08,ONGC,Energy - Oil & Gas,Oil and Natural Gas Corporation Limited,SELL,WEAK_TREND,42.86,32.0,51.2,BEARISH,283.9,281.06,289.58,306.62,307.5,217.17,CHOP,0.326,-0.97,NEUTRAL,NEUTRAL,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-08,CESC,Energy - Power,CESC,SELL,WEAK_TREND,42.29,34.7,65.0,BULLISH,186.61,184.74,190.34,173.66,204.5,212.45,CHOP,,,,,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-08,PRESTIGE,Realty,PRESTIGE,SELL,WEAK_TREND,39.16,32.0,74.4,BULLISH,1483.5,1468.66,1465.83,1380.54,1473.2,1688.96,CHOP,0.625,1.33,NEUTRAL,NEUTRAL,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-08,BRIGADE,Realty,BRIGADE,SELL,WEAK_TREND,38.62,34.0,60.7,BULLISH,773.15,765.42,788.61,737.84,816.0,834.38,CHOP,,,,,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-08,LODHA,Realty,LODHA,SELL,WEAK_TREND,36.88,26.0,66.9,BULLISH,967.35,957.68,945.5,900.22,950.25,1101.33,CHOP,0.802,-9.69,SHORT_COVERING,NEUTRAL,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-08,ANANTRAJ,Realty,ANANTRAJ,SELL,WEAK_TREND,36.17,26.0,61.4,BULLISH,555.9,550.34,556.9,517.32,559.7,632.89,CHOP,,,,,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-08,GODREJPROP,Realty,GODREJPROP,SELL,WEAK_TREND,35.13,29.3,63.2,BULLISH,1878.6,1859.81,1916.17,1748.22,1951.9,2138.78,CHOP,0.6,13.32,LONG_BUILDUP,NEUTRAL,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-08,SUNTECK,Realty,SUNTECK,SELL,WEAK_TREND,33.88,26.0,55.3,BULLISH,348.15,344.67,355.11,323.99,382.4,396.37,CHOP,,,,,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-08,PURVA,Realty,PURVA,SELL,WEAK_TREND,33.88,26.0,46.8,BULLISH,221.82,219.6,226.26,206.42,244.69,252.54,CHOP,,,,,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-08,AEROFLEX,Defence & Aerospace,AEROFLEX,BUY,NEUTRAL,74.1,70.0,76.2,BULLISH,413.6,409.46,348.3,384.89,350.05,470.88,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,AUROPHARMA,Pharma & Healthcare,Aurobindo Pharma Limited,HOLD,NEUTRAL,67.73,62.0,66.7,BULLISH,1478.7,1463.91,1482.25,1376.08,1489.7,1683.5,CHOP,0.806,-5.56,SHORT_COVERING,NEUTRAL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,WELCORP,Metals & Mining,Welspun Corp Limited,HOLD,NEUTRAL,65.59,50.7,89.7,BULLISH,1299.2,1286.21,1284.54,1209.04,1291.0,1479.14,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,DATAPATTNS,Defence & Aerospace,DATAPATTNS,HOLD,NEUTRAL,64.31,55.3,78.5,BULLISH,4250.1,4207.6,4281.48,3955.14,4303.0,4838.74,CHOP,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,BLISSGVS,Pharma & Healthcare,BLISSGVS,HOLD,NEUTRAL,62.43,59.3,58.6,BULLISH,272.0,269.28,277.44,253.12,281.0,309.67,CHOP,,,,,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,WEBELSOLAR,Defence & Aerospace,WEBELSOLAR,WEAK_HOLD,NEUTRAL,61.94,48.7,69.2,BULLISH,114.83,113.68,117.13,106.86,128.31,130.73,CHOP,,,,,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,LUPIN,Pharma & Healthcare,Lupin Limited,HOLD,NEUTRAL,60.04,62.0,69.9,BULLISH,2460.1,2435.5,2446.7,2289.37,2459.0,2800.82,CHOP,0.661,9.52,LONG_BUILDUP,NEUTRAL,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,GLENMARK,Pharma & Healthcare,GLENMARK,HOLD,NEUTRAL,58.03,56.7,66.8,BULLISH,2371.6,2347.88,2419.03,2243.94,2474.0,2607.73,CHOP,0.458,-4.72,NEUTRAL,NEUTRAL,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,ASTERDM,Pharma & Healthcare,Aster DM Healthcare Limited,HOLD,NEUTRAL,57.01,55.3,71.4,BULLISH,738.55,731.16,753.32,687.29,770.0,840.83,CHOP,,,,,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,APOLLOHOSP,Pharma & Healthcare,APOLLOHOSP,HOLD,NEUTRAL,55.65,54.0,63.8,BULLISH,7837.0,7758.63,7839.11,7390.15,7878.5,8679.83,CHOP,0.675,-1.76,NEUTRAL,NEUTRAL,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,SAIL,Metals & Mining,Steel Authority of India Limited,HOLD,NEUTRAL,52.22,56.0,85.0,BULLISH,187.28,185.41,189.55,174.29,190.5,213.22,CHOP,0.707,6.7,LONG_BUILDUP,MILD_BULL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,SUNPHARMA,Pharma & Healthcare,SUNPHARMA,WEAK_HOLD,NEUTRAL,49.93,49.3,70.0,BULLISH,1834.4,1816.06,1848.51,1707.1,1857.8,2088.47,CHOP,0.677,-5.63,SHORT_COVERING,NEUTRAL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,ADANIPOWER,Energy - Power,Adani Power Limited,WEAK_HOLD,NEUTRAL,49.82,47.3,85.4,BULLISH,230.19,227.89,233.23,214.22,234.4,262.07,CHOP,0.717,19.95,LONG_BUILDUP,MILD_BULL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,ADANIGREEN,Energy - Power,Adani Green Energy Limited,HOLD,NEUTRAL,49.77,50.7,89.8,BULLISH,1365.0,1351.35,1361.16,1270.27,1368.0,1554.05,CHOP,0.714,9.0,LONG_BUILDUP,MILD_BULL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,DIVISLAB,Pharma & Healthcare,DIVISLAB,HOLD,NEUTRAL,49.49,54.0,78.2,BULLISH,6702.5,6635.48,6731.67,6329.65,6765.5,7400.05,CHOP,0.685,-2.11,NEUTRAL,NEUTRAL,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,,,
2026-05-08,OBEROIRLTY,Realty,OBEROIRLTY,WEAK_HOLD,NEUTRAL,37.69,44.7,43.0,BULLISH,1675.0,1658.25,1708.5,1592.17,1754.0,1823.45,CHOP,0.347,-0.07,NEUTRAL,NEUTRAL,,,,,,WATCHLIST,Mixed setup; wait for cleaner confirmation.,DII_ABSORBING,,,
2026-05-08,NATIONALUM,Metals & Mining,National Aluminium Company Limited,WEAK_HOLD,WEAK_TREND,36.7,44.7,36.9,BEARISH,403.5,399.46,411.57,446.65,445.15,281.48,CHOP,0.512,5.51,SHORT_BUILDUP,BEAR,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-08,SOBHA,Realty,SOBHA,SELL,WEAK_TREND,21.9,30.0,79.9,BULLISH,1451.0,1436.49,1480.02,1350.3,1577.0,1651.96,CHOP,,,,,,,,,,AVOID,Weak trend or sell signal; avoid fresh exposure until repaired.,DII_ABSORBING,,,
2026-05-24,MTARTECH,Defence & Aerospace,MTARTECH,BUY,NEUTRAL,83.57,68.0,71.8,BULLISH,8075.5,7994.74,7984.88,7515.06,8025.0,9193.95,ROTATION,,,,,,,,,,BREAKOUT_WATCH,Near high/base setup; wait for price and volume breakout confirmation.,DII_ABSORBING,BULK_DEAL_BUY,0.0,Bulk Deal Buy: JUMP TRADING FINANCIAL INDIA P ₹143.6Cr; Bulk Deal Buy: HRTI PRIVATE LIMITED ₹143.5Cr; Bulk Deal Sell: JUMP TRADING FINANCIAL INDIA P ₹142.7Cr (+1 more)
