date,fii_net_today,dii_net_today,fii_net_5d,dii_net_5d,flow_signal,fii_trend,dii_trend,days_in_window
2026-06-12,-1082.18,5341.29,-15315.95,24014.47,DII_ABSORBING,SELL_10D,BUY_10D,5
