SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTTRDVAL
AMARAJABAT,2023-03-06,574.0,578.3,573.0,574.5,145325.0,83635126.75
AMARAJABAT,2023-03-08,573.25,574.25,564.7,566.85,220924.0,125804033.1
AMARAJABAT,2023-03-09,567.1,577.0,567.1,573.65,193498.0,111050671.65
AMARAJABAT,2023-03-10,570.55,574.9,567.65,573.3,141254.0,80725800.9
AMARAJABAT,2023-03-13,572.0,580.9,570.0,572.9,355662.0,204810827.45
AMARAJABAT,2023-03-14,574.6,580.0,568.0,573.8,265443.0,152702065.05
AMARAJABAT,2023-03-15,584.95,584.95,570.75,573.1,213113.0,122678171.4
AMARAJABAT,2023-03-16,575.0,575.75,563.4,572.6,217586.0,124132495.05
AMARAJABAT,2023-03-17,574.4,579.0,565.55,568.9,214901.0,122642800.9
AMARAJABAT,2023-03-20,568.0,573.0,559.55,570.8,279649.0,158524589.3
AMARAJABAT,2023-03-21,573.0,579.9,572.55,577.3,248207.0,143167014.65
AMARAJABAT,2023-03-22,579.95,584.7,577.15,581.7,266472.0,154785323.15
AMARAJABAT,2023-03-23,577.0,581.2,570.0,572.3,262770.0,151454342.75
AMARAJABAT,2023-03-24,572.7,575.1,562.1,563.0,191350.0,108341619.55
AMARAJABAT,2023-03-27,563.0,568.0,552.7,557.75,209913.0,118030780.95
AMARAJABAT,2023-03-28,558.0,569.85,557.05,565.5,302189.0,170407107.95
AMARAJABAT,2023-03-29,565.0,573.9,563.3,570.8,250660.0,142282886.5
AMARAJABAT,2023-03-31,574.2,581.85,571.0,579.1,324324.0,187471727.8
AMARAJABAT,2023-04-03,580.45,594.9,580.05,587.6,271684.0,160100645.4
AMARAJABAT,2023-04-05,587.55,588.95,580.0,581.25,142282.0,83089972.25
AMARAJABAT,2023-04-06,581.0,584.3,571.35,573.3,204194.0,117650362.55
AMARAJABAT,2023-04-10,575.0,577.65,570.55,574.1,143809.0,82613215.3
AMARAJABAT,2023-04-11,576.0,587.0,574.1,582.2,192478.0,111562768.1
AMARAJABAT,2023-04-12,585.0,591.7,574.25,576.5,279898.0,162831652.15
AMARAJABAT,2023-04-13,577.5,579.0,566.65,570.7,239660.0,136668725.25
AMARAJABAT,2023-04-17,570.5,582.0,568.75,580.6,228422.0,131956814.95
AMARAJABAT,2023-04-18,581.0,590.0,581.0,589.35,212433.0,124641329.9
AMARAJABAT,2023-04-19,590.9,617.05,588.85,612.8,1220527.0,743094432.45
AMARAJABAT,2023-04-20,614.1,614.95,596.55,600.45,347973.0,210241977.55
AMARAJABAT,2023-04-21,600.65,604.45,593.55,597.15,128099.0,76528893.85
AMARAJABAT,2023-04-24,598.9,599.45,589.7,594.35,238736.0,141758083.2
AMARAJABAT,2023-04-25,594.35,609.9,593.0,606.7,292449.0,176484257.7
AMARAJABAT,2023-04-26,609.7,609.7,593.25,602.0,270378.0,162347337.5
AMARAJABAT,2023-04-27,605.0,606.75,595.6,598.1,120521.0,72481263.8
AMARAJABAT,2023-04-28,600.0,607.9,597.0,601.1,188075.0,112932775.8
AMARAJABAT,2023-05-02,603.0,608.7,595.5,599.3,231004.0,139557485.3
AMARAJABAT,2023-05-03,599.0,599.0,591.4,593.1,173662.0,103266763.1
AMARAJABAT,2023-05-04,590.75,598.9,590.75,595.1,160761.0,95619070.75
AMARAJABAT,2023-05-05,595.0,612.5,592.55,610.65,639869.0,389358388.95
AMARAJABAT,2023-05-08,621.4,638.0,617.0,621.1,1008554.0,631750783.6
AMARAJABAT,2023-05-09,626.85,630.5,617.55,622.3,375057.0,233915141.55
AMARAJABAT,2023-05-10,624.5,630.9,610.65,616.3,396242.0,246128949.65
AMARAJABAT,2023-05-11,616.3,631.8,613.3,630.15,435821.0,272097388.55
AMARAJABAT,2023-05-12,630.0,639.5,620.0,626.55,382839.0,242364360.8
AMARAJABAT,2023-05-15,626.1,632.0,622.0,624.1,221317.0,138723842.85
AMARAJABAT,2023-05-16,625.0,634.0,624.0,626.35,191800.0,120731880.35
AMARAJABAT,2023-05-17,628.0,653.95,627.0,649.0,1483588.0,957880824.95
AMARAJABAT,2023-05-18,653.5,653.5,636.0,646.05,536649.0,345205305.1
AMARAJABAT,2023-05-19,649.9,649.9,626.15,638.6,370609.0,235292514.8
AMARAJABAT,2023-05-22,638.6,644.15,626.4,633.85,275540.0,175308013.0
AMARAJABAT,2023-05-23,640.0,641.2,632.5,634.5,328444.0,208777746.55
AMARAJABAT,2023-05-24,635.0,635.0,612.0,617.2,730623.0,455528382.45
AMARAJABAT,2023-05-25,617.0,617.0,601.2,603.2,611176.0,370692004.25
AMARAJABAT,2023-05-26,607.0,607.35,594.65,601.6,448961.0,269228129.75
AMARAJABAT,2023-05-29,606.2,613.0,602.4,604.35,305772.0,185934006.0
AMARAJABAT,2023-05-30,605.8,611.85,601.3,608.2,183550.0,111637384.5
AMARAJABAT,2023-05-31,608.25,618.7,596.3,601.1,595864.0,361926412.5
AMARAJABAT,2023-06-01,603.25,627.35,602.2,621.45,692979.0,429203614.0
AMARAJABAT,2023-06-02,621.25,622.75,606.3,614.45,691222.0,422964011.75
AMARAJABAT,2023-06-05,617.0,620.3,610.5,614.7,394153.0,242381821.85
AMARAJABAT,2023-06-06,615.95,619.6,611.5,618.55,272632.0,167907255.35
AMARAJABAT,2023-06-07,618.55,627.45,616.5,625.25,406899.0,253625121.3
AMARAJABAT,2023-06-08,625.25,631.95,620.0,625.85,325339.0,203613842.5
AMARAJABAT,2023-06-09,626.0,627.35,619.0,625.35,365045.0,227715020.4
AMARAJABAT,2023-06-12,626.0,629.9,620.05,625.0,174006.0,108578791.85
AMARAJABAT,2023-06-13,625.0,627.1,621.0,624.4,218055.0,136210454.3
AMARAJABAT,2023-06-14,625.0,631.0,618.65,628.25,288346.0,180200055.65
AMARAJABAT,2023-06-15,629.0,631.55,618.15,624.55,428993.0,267278131.9
AMARAJABAT,2023-06-16,624.55,639.0,619.0,624.5,657930.0,413269704.25
AMARAJABAT,2023-06-19,628.0,639.5,626.55,636.2,365339.0,231915038.1
AMARAJABAT,2023-06-20,635.9,640.45,631.1,634.45,338497.0,215400804.35
AMARAJABAT,2023-06-21,637.7,642.9,632.2,641.5,494315.0,315577467.0
AMARAJABAT,2023-06-22,644.95,653.2,628.55,634.35,534261.0,344153466.4
AMARAJABAT,2023-06-23,634.05,636.9,625.0,635.05,247467.0,156472645.05
AMARAJABAT,2023-06-26,635.1,647.2,635.1,645.3,308187.0,198505006.1
AMARAJABAT,2023-06-27,646.0,663.85,635.8,652.6,1128141.0,735938361.45
AMARAJABAT,2023-06-28,654.0,660.45,648.5,655.65,530200.0,347866346.0
AMARAJABAT,2023-06-30,660.0,684.95,656.3,681.2,2029556.0,1375035416.75
AMARAJABAT,2023-07-03,688.0,695.0,685.5,688.35,987918.0,681565934.45
AMARAJABAT,2023-07-04,691.8,693.5,676.3,680.05,561478.0,383046022.1
AMARAJABAT,2023-07-05,682.95,687.95,674.0,686.4,446949.0,304696269.9
AMARAJABAT,2023-07-06,688.0,709.0,685.8,703.35,1346869.0,945542494.05
AMARAJABAT,2023-07-07,703.35,708.0,697.0,699.8,476340.0,334397969.6
AMARAJABAT,2023-07-10,703.3,703.3,690.0,693.05,235562.0,163623516.95
AMARAJABAT,2023-07-11,693.05,695.9,677.0,679.45,429480.0,293647708.4
AMARAJABAT,2023-07-12,684.0,703.0,681.0,699.75,662748.0,460870117.0
AMARAJABAT,2023-07-13,700.95,706.0,681.25,687.7,304274.0,211175806.35
AMARAJABAT,2023-07-14,687.7,691.15,682.0,684.65,247470.0,169508832.3
AMARAJABAT,2023-07-17,686.45,697.85,682.75,685.0,359663.0,248019439.45
AMARAJABAT,2023-07-18,665.05,669.0,637.0,642.8,35513220.0,23167254338.7
AMARAJABAT,2023-07-19,647.4,659.8,642.25,644.75,2899712.0,1891533065.75
AMARAJABAT,2023-07-20,644.7,644.7,609.4,612.3,6234263.0,3868497186.2
AMARAJABAT,2023-07-21,618.0,626.55,614.3,624.15,1928304.0,1200059287.75
AMARAJABAT,2023-07-24,630.0,630.0,623.8,625.05,594094.0,372363291.6
AMARAJABAT,2023-07-25,629.0,632.0,621.95,627.9,823199.0,517077991.6
AMARAJABAT,2023-07-26,630.95,633.8,626.8,632.9,584634.0,369174448.1
AMARAJABAT,2023-07-27,634.95,637.45,631.0,631.9,478617.0,303587362.5
AMARAJABAT,2023-07-28,630.0,631.45,622.05,624.4,533054.0,333336689.15
AMARAJABAT,2023-07-31,624.4,636.0,622.0,634.85,932957.0,588760797.3
AMARAJABAT,2023-08-01,637.65,643.7,632.8,641.45,1035791.0,662541406.35
AMARAJABAT,2023-08-02,640.8,640.8,631.5,634.65,836766.0,531307642.3
AMARAJABAT,2023-08-03,632.0,632.9,623.0,624.75,600969.0,376626512.7
AMARAJABAT,2023-08-04,628.3,631.75,623.4,626.15,859182.0,539268596.75
AMARAJABAT,2023-08-07,629.5,631.5,624.0,626.7,540105.0,339435527.15
AMARAJABAT,2023-08-08,628.75,628.9,623.7,625.55,482495.0,302230199.05
AMARAJABAT,2023-08-09,625.55,627.4,620.0,624.45,555575.0,346258407.75
AMARAJABAT,2023-08-10,626.95,626.95,622.45,623.95,578673.0,361113071.7
AMARAJABAT,2023-08-11,623.2,623.35,607.45,617.75,1164806.0,716700715.25
AMARAJABAT,2023-08-14,632.0,637.9,610.05,613.5,2877344.0,1781972968.45
AMARAJABAT,2023-08-16,615.05,619.6,611.1,616.5,625155.0,385002651.95
AMARAJABAT,2023-08-17,619.5,626.8,617.0,622.3,698956.0,435162432.15
AMARAJABAT,2023-08-18,625.0,630.4,624.0,627.65,836536.0,525218103.25
AMARAJABAT,2023-08-21,630.0,631.0,622.05,627.8,619689.0,388274658.15
AMARAJABAT,2023-08-22,630.95,631.95,626.65,628.2,451646.0,284163712.7
AMARAJABAT,2023-08-23,629.95,630.75,625.0,626.0,407991.0,256072006.15
AMARAJABAT,2023-08-24,631.95,631.95,623.5,625.05,473806.0,297556643.2
AMARAJABAT,2023-08-25,629.0,630.25,618.75,624.2,561437.0,351132036.75
AMARAJABAT,2023-08-28,628.6,629.7,623.8,625.75,292313.0,183268649.8
AMARAJABAT,2023-08-29,627.2,629.0,622.75,626.4,425412.0,266162311.9
AMARAJABAT,2023-08-30,630.0,630.0,626.0,627.8,537535.0,337351256.35
AMARAJABAT,2023-08-31,630.0,630.0,623.1,628.35,635165.0,398015085.25
AMARAJABAT,2023-09-01,629.8,631.8,625.0,625.55,479559.0,300787115.0
AMARAJABAT,2023-09-04,628.75,629.6,623.85,624.85,561837.0,351723783.25
AMARAJABAT,2023-09-05,627.55,651.75,625.0,649.95,2570606.0,1661275845.15
AMARAJABAT,2023-09-06,653.0,667.1,652.5,656.35,1841595.0,1213961748.0
AMARAJABAT,2023-09-07,661.45,664.3,656.25,661.2,967576.0,639401614.2
AMARAJABAT,2023-09-08,662.95,674.0,654.0,656.2,1257935.0,831443087.85
AMARAJABAT,2023-09-11,666.8,666.8,656.25,660.0,727895.0,481794611.3
AMARAJABAT,2023-09-12,667.85,671.8,643.1,654.1,1269586.0,831300239.85
AMARAJABAT,2023-09-13,649.5,659.6,638.0,647.2,655708.0,424193437.95
AMARAJABAT,2023-09-14,653.25,656.65,646.05,648.3,396284.0,257861297.1
AMARAJABAT,2023-09-15,654.8,654.8,647.05,649.0,316391.0,205750721.25
AMARAJABAT,2023-09-18,652.3,658.0,648.8,650.15,338821.0,221171716.4
AMARAJABAT,2023-09-20,653.45,653.45,642.7,643.3,299303.0,193199447.25
AMARAJABAT,2023-09-21,643.4,646.0,634.65,640.25,399636.0,255247301.4
AMARAJABAT,2023-09-22,640.9,643.9,633.0,635.35,284622.0,181060389.7
AMARAJABAT,2023-09-25,639.9,639.9,633.0,636.7,197306.0,125452898.65
AMARAJABAT,2023-09-26,639.0,646.45,635.55,641.85,290636.0,186803757.15
AMARAJABAT,2023-09-27,641.0,642.05,636.5,638.65,191185.0,122112903.45
AMARAJABAT,2023-09-28,638.7,644.75,635.55,638.15,188953.0,120984029.35
AMARAJABAT,2023-09-29,638.15,643.7,635.55,637.4,252801.0,161661260.7
AMARAJABAT,2023-10-03,642.55,653.95,635.55,643.3,807375.0,522321458.65
AMARAJABAT,2023-10-04,643.3,660.85,637.6,648.7,1060677.0,691216837.3
AMARAJABAT,2023-10-05,657.95,657.95,638.0,640.25,538218.0,346884228.7
AMARAJABAT,2023-10-06,645.0,646.05,640.0,644.55,325211.0,209325769.0
AMARAJABAT,2023-10-09,638.0,641.85,630.3,634.2,366439.0,232679545.75
AMARAJABAT,2023-10-10,634.95,638.95,634.05,635.15,197441.0,125641754.75
AMARAJABAT,2023-10-11,638.5,646.75,637.5,642.2,238222.0,153200131.7
AMARAJABAT,2023-10-12,643.95,656.85,641.1,648.05,628929.0,408666091.45
AMARAJABAT,2023-10-13,646.05,651.5,646.05,647.65,187719.0,121669726.1
AMARAJABAT,2023-10-16,645.0,645.2,637.65,638.8,351334.0,224901535.9
AMARAJABAT,2023-10-17,640.0,653.0,638.85,642.9,592044.0,382265035.65
AMARAJABAT,2023-10-18,644.95,647.8,639.0,641.1,308332.0,198225204.5
AMARAJABAT,2023-10-19,640.3,641.1,636.1,637.5,175886.0,112229024.6
AMARAJABAT,2023-10-20,636.05,638.1,624.4,628.05,361065.0,228016481.65
AMARAJABAT,2023-10-23,628.1,630.0,615.5,617.2,335280.0,208445375.2
AMARAJABAT,2023-10-25,617.2,623.0,605.05,610.7,351799.0,215891953.6
AMARAJABAT,2023-10-26,610.85,610.85,599.0,604.15,450074.0,271812778.7
APOLLOTYRE,2023-01-02,324.3,329.0,323.75,328.25,1011815.0,330764647.55
APOLLOTYRE,2023-01-03,329.0,330.7,324.35,325.4,3036393.0,993123698.35
APOLLOTYRE,2023-01-04,326.9,327.3,315.4,320.05,3016870.0,965709415.35
APOLLOTYRE,2023-01-05,321.9,339.5,321.7,338.25,11848529.0,3955634469.45
APOLLOTYRE,2023-01-06,339.95,339.95,326.45,327.75,6218095.0,2062054533.9
APOLLOTYRE,2023-01-09,330.0,331.9,323.75,327.2,3224407.0,1052980992.75
APOLLOTYRE,2023-01-10,327.9,329.4,323.35,325.9,2303256.0,751060955.45
APOLLOTYRE,2023-01-11,326.0,326.95,318.05,319.2,2598658.0,833812333.5
APOLLOTYRE,2023-01-12,318.95,319.4,315.25,317.0,2789739.0,886004936.35
APOLLOTYRE,2023-01-13,318.3,323.0,317.0,320.8,2637954.0,845014185.85
APOLLOTYRE,2023-01-16,322.0,323.95,317.0,317.7,1617910.0,516169462.65
APOLLOTYRE,2023-01-17,318.0,320.3,315.25,319.25,1389647.0,442395582.55
APOLLOTYRE,2023-01-18,319.95,324.95,319.35,323.3,2129497.0,687104267.05
APOLLOTYRE,2023-01-19,322.75,323.75,316.35,318.3,1519717.0,484644508.7
APOLLOTYRE,2023-01-20,319.25,319.9,311.0,311.8,1874396.0,590806335.4
APOLLOTYRE,2023-01-23,311.8,317.65,310.5,316.15,2367258.0,745430805.05
APOLLOTYRE,2023-01-24,317.1,322.5,316.3,320.75,2715461.0,869610806.5
APOLLOTYRE,2023-01-25,321.0,324.35,317.0,322.3,3455839.0,1110231986.9
APOLLOTYRE,2023-01-27,323.5,323.5,304.9,308.3,3650520.0,1134536549.35
APOLLOTYRE,2023-01-30,307.15,315.45,306.8,311.85,4045915.0,1261749364.7
APOLLOTYRE,2023-01-31,313.4,324.0,313.2,321.2,3528721.0,1130160523.65
APOLLOTYRE,2023-02-01,322.3,336.4,321.35,329.45,8286501.0,2714721734.5
APOLLOTYRE,2023-02-02,329.95,337.0,326.25,331.45,3482811.0,1154744249.5
APOLLOTYRE,2023-02-03,335.0,343.05,319.45,330.2,8825502.0,2916716333.15
APOLLOTYRE,2023-02-06,330.2,340.0,327.3,338.3,3947224.0,1330388330.7
APOLLOTYRE,2023-02-07,339.85,339.85,325.1,328.1,4209719.0,1386105348.45
APOLLOTYRE,2023-02-08,329.75,333.7,327.65,332.65,1835770.0,609050486.15
APOLLOTYRE,2023-02-09,332.65,337.0,331.3,333.45,2196089.0,733644297.35
APOLLOTYRE,2023-02-10,333.4,335.5,327.6,330.15,1284465.0,426276275.65
APOLLOTYRE,2023-02-13,330.0,332.85,327.4,331.15,1287043.0,426074935.05
APOLLOTYRE,2023-02-14,331.95,332.2,325.1,327.7,1213411.0,398712291.65
APOLLOTYRE,2023-02-15,327.5,329.9,325.75,327.8,2024744.0,663237953.45
APOLLOTYRE,2023-02-16,327.85,335.7,327.0,334.15,2062059.0,685882939.8
APOLLOTYRE,2023-02-17,334.15,336.5,329.65,330.95,1704718.0,565821246.7
APOLLOTYRE,2023-02-20,332.0,334.0,327.4,330.35,2761417.0,913564821.0
APOLLOTYRE,2023-02-21,330.8,333.9,327.5,329.25,996302.0,329551578.9
APOLLOTYRE,2023-02-22,328.85,329.75,325.2,328.65,1864934.0,611206392.7
APOLLOTYRE,2023-02-23,329.45,330.9,325.75,327.85,2167454.0,711742233.5
APOLLOTYRE,2023-02-24,329.5,330.0,314.7,318.65,2294583.0,733694317.15
APOLLOTYRE,2023-02-27,318.65,319.3,309.45,314.35,1693961.0,529960197.35
APOLLOTYRE,2023-02-28,315.65,321.3,312.35,313.35,2360674.0,744657397.3
APOLLOTYRE,2023-03-01,314.0,317.35,311.75,316.2,1199802.0,378260514.05
APOLLOTYRE,2023-03-02,316.2,317.15,313.3,313.95,857188.0,270112201.2
APOLLOTYRE,2023-03-03,314.0,317.7,310.5,315.85,2205652.0,692780173.85
APOLLOTYRE,2023-03-06,316.0,320.65,315.4,319.3,1056606.0,336498379.85
APOLLOTYRE,2023-03-08,319.3,324.8,318.0,322.0,2016020.0,649896977.0
APOLLOTYRE,2023-03-09,323.1,324.85,313.55,314.2,1493511.0,474967516.9
APOLLOTYRE,2023-03-10,313.35,313.35,306.1,312.0,2162817.0,670732968.9
APOLLOTYRE,2023-03-13,313.45,313.55,304.55,306.8,1160542.0,357732273.9
APOLLOTYRE,2023-03-14,308.0,311.3,303.35,307.75,1335168.0,410572895.55
APOLLOTYRE,2023-03-15,310.0,312.25,307.15,308.15,1061050.0,328886166.4
APOLLOTYRE,2023-03-16,308.9,311.5,305.75,308.95,1675202.0,517162485.95
APOLLOTYRE,2023-03-17,310.05,311.05,306.4,308.7,972728.0,299843194.9
APOLLOTYRE,2023-03-20,309.95,311.95,304.6,311.45,1722665.0,530457784.0
APOLLOTYRE,2023-03-21,313.1,318.6,305.95,317.0,1822097.0,574932328.4
APOLLOTYRE,2023-03-22,317.5,319.5,313.2,315.15,1016366.0,321504036.75
APOLLOTYRE,2023-03-23,315.0,315.15,309.15,309.9,1387433.0,432708259.55
APOLLOTYRE,2023-03-24,311.5,313.45,305.2,306.05,2721241.0,842598188.0
APOLLOTYRE,2023-03-27,306.55,310.55,303.5,307.1,1263044.0,388577946.1
APOLLOTYRE,2023-03-28,305.65,308.8,305.3,307.15,989912.0,303822276.4
APOLLOTYRE,2023-03-29,306.7,313.75,305.25,311.5,2879575.0,892804621.1
APOLLOTYRE,2023-03-31,313.1,321.0,312.0,319.9,2701524.0,860894073.5
APOLLOTYRE,2023-04-03,319.85,323.3,315.0,322.8,1152811.0,370349700.25
APOLLOTYRE,2023-04-05,322.8,323.65,320.5,321.75,710747.0,228990721.8
APOLLOTYRE,2023-04-06,320.1,322.95,318.6,319.05,762865.0,244380378.35
APOLLOTYRE,2023-04-10,319.9,329.1,317.65,328.35,1984551.0,644099847.7
APOLLOTYRE,2023-04-11,329.95,329.95,319.0,322.85,3428685.0,1108460869.7
APOLLOTYRE,2023-04-12,323.45,327.65,323.25,324.05,2196682.0,714517774.9
APOLLOTYRE,2023-04-13,325.15,325.8,320.35,324.15,897691.0,289730966.0
APOLLOTYRE,2023-04-17,324.25,326.9,323.05,325.35,1107718.0,360227559.85
APOLLOTYRE,2023-04-18,325.5,335.2,324.75,332.2,4934182.0,1636736057.05
APOLLOTYRE,2023-04-19,332.0,336.5,331.2,332.5,1969414.0,657963975.8
APOLLOTYRE,2023-04-20,333.15,335.35,331.9,334.7,891486.0,298038363.75
APOLLOTYRE,2023-04-21,334.7,337.4,333.1,334.0,1445953.0,484700682.2
APOLLOTYRE,2023-04-24,334.0,337.9,331.5,332.1,1518113.0,508380040.95
APOLLOTYRE,2023-04-25,332.75,333.75,329.4,330.0,769557.0,254993230.3
APOLLOTYRE,2023-04-26,331.7,335.4,328.1,334.85,1942987.0,643768738.15
APOLLOTYRE,2023-04-27,335.05,342.75,333.4,341.45,1931229.0,652996821.6
APOLLOTYRE,2023-04-28,344.0,353.3,342.0,346.9,3535675.0,1229038103.7
APOLLOTYRE,2023-05-02,348.0,348.55,344.65,346.2,1588048.0,550464827.8
APOLLOTYRE,2023-05-03,347.05,357.0,344.5,355.35,3760025.0,1325823502.7
APOLLOTYRE,2023-05-04,357.95,365.0,356.35,359.75,3839531.0,1385246461.8
APOLLOTYRE,2023-05-05,361.55,371.8,359.1,368.9,4033463.0,1481154132.85
APOLLOTYRE,2023-05-08,370.0,377.3,367.05,376.25,3930879.0,1467931731.65
APOLLOTYRE,2023-05-09,377.45,383.3,375.0,381.6,6585578.0,2506027074.4
APOLLOTYRE,2023-05-10,370.0,377.5,364.55,368.6,11482573.0,4240243161.7
APOLLOTYRE,2023-05-11,371.7,373.2,365.65,368.6,4603092.0,1700097249.55
APOLLOTYRE,2023-05-12,369.0,372.95,367.6,368.05,5705146.0,2105021657.2
APOLLOTYRE,2023-05-15,369.9,369.9,360.55,362.9,2980168.0,1081203857.65
APOLLOTYRE,2023-05-16,363.0,373.45,359.0,365.9,4562352.0,1676731061.6
APOLLOTYRE,2023-05-17,367.95,371.0,365.0,369.1,2194687.0,808032740.8
APOLLOTYRE,2023-05-18,371.9,373.35,367.0,369.1,3293186.0,1219911316.1
APOLLOTYRE,2023-05-19,371.35,371.35,360.7,367.2,1835070.0,670463594.95
APOLLOTYRE,2023-05-22,365.7,371.6,363.4,369.6,1784711.0,657706158.35
APOLLOTYRE,2023-05-23,370.0,380.65,368.05,379.1,4118807.0,1553677760.5
APOLLOTYRE,2023-05-24,379.5,385.0,376.7,383.8,3259370.0,1247690644.35
APOLLOTYRE,2023-05-25,382.95,390.0,380.0,389.2,2487583.0,959068743.7
APOLLOTYRE,2023-05-26,389.8,393.9,389.2,392.5,1949600.0,763726168.25
APOLLOTYRE,2023-05-29,393.3,395.95,390.1,392.3,1654415.0,649928386.85
APOLLOTYRE,2023-05-30,391.05,392.0,384.0,385.65,1445958.0,560117084.6
APOLLOTYRE,2023-05-31,385.65,392.3,385.05,390.8,1403719.0,547510961.85
APOLLOTYRE,2023-06-01,391.7,393.45,388.85,391.0,815217.0,318838569.05
APOLLOTYRE,2023-06-02,392.0,393.5,388.35,391.95,1184325.0,463695952.45
APOLLOTYRE,2023-06-05,393.15,396.75,390.3,391.35,842797.0,331333123.3
APOLLOTYRE,2023-06-06,393.0,393.45,390.0,391.6,1078428.0,422225543.45
APOLLOTYRE,2023-06-07,392.35,398.5,391.6,394.25,2850595.0,1127166152.1
APOLLOTYRE,2023-06-08,392.25,399.85,390.0,396.2,1991553.0,790063473.2
APOLLOTYRE,2023-06-09,396.95,406.5,396.5,405.3,4097632.0,1654457975.4
APOLLOTYRE,2023-06-12,407.95,408.6,404.25,406.8,1753255.0,712534237.05
APOLLOTYRE,2023-06-13,409.5,410.6,404.25,408.55,1713166.0,697914637.05
APOLLOTYRE,2023-06-14,409.3,409.5,405.75,408.2,861858.0,351201863.45
APOLLOTYRE,2023-06-15,407.95,414.55,403.05,407.35,1992061.0,818068985.05
APOLLOTYRE,2023-06-16,409.7,413.0,408.6,411.6,1126995.0,463647624.95
APOLLOTYRE,2023-06-19,412.85,412.85,405.25,407.0,1065984.0,435831153.6
